"","1642.MS00617","1642.MS00336","1642.MS00509","2382.SH007.C6.RH.2.508.root.4.12.lane7.NoIndex.L007.sequences","1642.MS00601","1642.MS00599","1642.MS00556","1642.MS00516","1642.MS00527","2382.MU002.C3.HA.5.298.root.9.11.lane1.NoIndex.L001.sequences","2382.DPOO1.C1.HA.5.647.rhizo.9.12.lane7.NoIndex.L007.sequences","1642.MS00548","1642.MS00358","2382.HE003.C181.HA.1.123.root.6.11.lane1.NoIndex.L001.sequences","2382.HE003.C181.HA.5.139.root.6.11.lane1.NoIndex.L001.sequences","1642.MS00345","2382.RU006.C181.RH.4.793.root.9.12.lane7.NoIndex.L007.sequences","1642.MS00346","2382.SH005.C3.RH.3.662.rhizo.9.12.lane7.NoIndex.L007.sequences","2382.SH008.C6.HA.5.547.rhizo.4.12.lane7.NoIndex.L007.sequences","1642.MS00424","1642.MS00495","1642.MS00390","2382.SH004.C1.RH.1.403.root.4.12.lane7.NoIndex.L007.sequences","1642.MS00606","1642.MS00401","2382.GM.181.R4.rhizo.10.12.lane7.NoIndex.L007.sequences","1642.MS00503","2382.SH004.C1.RH.3.612.rhizo.9.12.lane7.NoIndex.L007.sequences","2382.HE003.C181.HA.5.572.rhizo.4.12.lane7.NoIndex.L007.sequences","2382.GM.181.R4.root.10.12.lane7.NoIndex.L007.sequences","1642.MS00446","1642.MS00436","2382.SH005.C3.RH.1.453.root.4.12.lane7.NoIndex.L007.sequences","1642.MS00483","2382.SH007.C6.RH.2.707.rhizo.9.12.lane7.NoIndex.L007.sequences","1642.MS00633","1642.MS00583","2382.HE003.C181.HA.5.573.root.4.12.lane7.NoIndex.L007.sequences","1642.MS00351"
"1642.MS00424",-2.46332640276402,-4.7766097172692,-6.28591142973186,-0.796500080037344,-3.47575268911014,-3.00066337838104,-3.97291887542296,-5.00914561961851,-2.46899876395043,-0.533617881990068,1.35470539168417,-4.16696072162708,0.166416240347687,-0.963269808789294,-0.680554291787887,-6.30625330819916,0.0419442947059507,-2.74470614794015,4.42445049131366,0.756106020916393,NA,-3.22001863688814,-3.94969126445279,-0.55967656909035,-3.13332976099777,-5.58930450696251,-0.126070515753136,-5.68509350183799,2.7382151399576,0.53708595377639,-1.20151854232757,-4.79869423347,-4.6883610870588,-1.47735424403036,-4.03800742844537,0.779967874060916,-4.92478655226344,-2.43101036595928,-0.688014304595322,-4.16266152863815
"1642.MS00495",-3.37653763477317,-2.81877229425392,-2.88922147199586,1.57448947055771,-4.23491808163857,-1.4280158386481,-3.84972851667061,-4.99268300004017,-2.82534822628864,1.91489683086967,5.02338765950446,-3.63392262837928,0.50634822995017,1.78666080019304,1.75880968969942,-3.81900077905886,1.82111133180068,-2.33287668668065,7.51534685797756,4.31268468585481,-3.22001863688814,NA,-2.73787287015115,2.77294520564466,-2.61185265388539,-3.58908506186192,3.14133278471642,-3.8234782872719,5.23764158864324,3.52430811986355,1.34580377808626,-3.21222469861038,-3.50923171576934,1.24371080884755,-2.65997333838196,4.16645137983066,-1.85156399791823,-3.88804750299214,0.774595693239065,-2.83738541837343
"1642.MS00390",0.248339165112473,-5.70691161389573,-4.91256144039147,-0.647741316176264,-3.26151091550755,-1.14568702695313,-2.69677089139975,-1.91581527092017,-3.25175979114431,0.507238731420095,3.48955672991454,-3.03058768103828,0.343217732035504,-0.427860170504345,-0.0822972116484765,-4.25482471165216,0.402331695051584,-3.2826441718997,6.06921946795709,2.07979252796847,-3.94969126445279,-2.73787287015115,NA,-0.471752434253068,-1.47346285614582,-4.66143693870208,1.54910307200683,-1.39925089866523,4.69351228789351,2.20303736655991,-1.02847120459303,-1.23971085398162,-5.66908096629587,-1.06227094377033,-2.45382120575187,2.51157819041791,-3.85223752733725,-1.2973317845626,-0.780181965428266,-4.04275845332499
"2382.SH004.C1.RH.1.403.root.4.12.lane7.NoIndex.L007.sequences",4.26717984578569,-0.895434037325447,0.357073520461647,-8.16272585751314,2.30633417818022,-0.0947860245749938,2.89214430500016,2.5533543405601,0.48886029223276,-6.41291095336741,-3.88413410507826,1.04695823745192,2.54647818269978,-5.90214214925881,-5.93587888785276,-1.03064517720365,-3.27293358745617,-1.57664603745143,-1.77957352165015,-4.16230046098247,-0.55967656909035,2.77294520564466,-0.471752434253068,NA,3.69953273111899,0.559773658188384,-4.85813235790899,-0.191410108785938,-2.99887353569458,-4.4430168601917,-6.61046968964141,2.79095441375876,1.67799365811743,-7.86545263803657,3.43501247812226,-4.52198752096648,4.85642794520211,4.63479805520934,-5.1496071703129,0.929385471541355
"1642.MS00606",-2.78599218290466,-2.19621038476122,-4.05233373586192,3.42187411936788,-3.6836644287909,-1.16686936667907,-1.81165372935211,-3.62096682068525,-2.32901772645895,3.27052536403707,10.1887782771385,-3.69696001123956,2.37813806493581,2.00277105962997,1.92927070037815,-2.36991922336041,2.03614340879767,0.180236421119713,12.1693610421813,11.0609143269619,-3.13332976099777,-2.61185265388539,-1.47346285614582,3.69953273111899,NA,-2.70021159872719,9.60597085726805,-3.05341520018111,9.72383262266104,10.2471356518929,1.98476027222719,-3.32353409077776,-1.21821742478472,1.38503744505024,-3.01807552859666,10.6503535791737,-2.79235773236255,-2.75608896209155,1.04886747996422,-0.917414995712983
"1642.MS00401",-2.09939148645481,-4.80045725025709,-5.50506713946188,0.054085926965386,-3.19324984890483,-1.27248354355926,-3.93086290545644,-4.06009783746446,-2.2590102595729,0.199079691700775,3.98350844163963,-4.46427206299852,0.962981814753805,-0.192216833289405,0.14347353489873,-5.06428750631528,0.457429817430422,-3.39464792896604,6.69703605902248,3.47073919490531,-5.58930450696251,-3.58908506186192,-4.66143693870208,0.559773658188384,-2.70021159872719,NA,1.604462611201,-5.13761085918342,4.85348200941673,3.86515125118045,-0.386118971450848,-3.16757659564814,-4.8850025935786,-0.889625413132295,-3.99455815515062,3.57840900254074,-4.39193719250259,-3.20896466603362,-0.318348262921831,-3.62019864775296
"2382.GM.181.R4.rhizo.10.12.lane7.NoIndex.L007.sequences",8.29811711182085,-0.185577130153628,1.17165209031652,-5.70810118017188,5.53936532257905,-0.970642169772583,5.76203680363665,3.36629539453255,0.962296515049336,-5.63824370217138,-4.86575587009573,1.87347210817619,1.24442479282787,-4.6604200643278,-3.91786965827235,-1.33413836669097,-3.08687746555117,-1.1195562770414,-6.24053445482524,-7.46560254647869,-0.126070515753136,3.14133278471642,1.54910307200683,-4.85813235790899,9.60597085726805,1.604462611201,NA,0.122897633073226,-9.10431846305285,-7.44666497807436,-3.07213147466327,4.27037346132802,5.46664183799859,-4.32084983567693,3.44899867038209,-9.13578807505176,7.33282315454326,8.69264017169109,-3.52186796422363,0.553512070293335
"1642.MS00503",-4.0949202558604,-2.4059386189791,-5.95739574367672,-0.371343254467997,-4.69583402447539,-1.39964161681019,-2.0944583997299,-4.35668608180405,-2.79899800286145,-0.120808487054841,1.32002185572531,-4.62043462236737,2.22674953173195,-0.535676418020771,-0.284086417434473,-2.45318716419165,0.499648461522609,-1.13435835844969,4.35287620153771,1.10352756199295,-5.68509350183799,-3.8234782872719,-1.39925089866523,-0.191410108785938,-3.05341520018111,-5.13761085918342,0.122897633073226,NA,3.14953509886801,0.818749589186805,-0.780638285660613,-3.68325576028654,-4.37213806829371,-0.953768382473051,-2.71411543130748,0.971401681792022,-2.12185347194135,-3.71648734063054,-0.480346615432717,-2.35340686630636
"2382.SH004.C1.RH.3.612.rhizo.9.12.lane7.NoIndex.L007.sequences",8.50488893625655,2.84509672735036,4.27872764818265,-4.74423483272238,7.68097961727092,-0.10106472220202,6.53048056228356,6.81906956748591,3.66073555024869,-5.30448205088986,-8.24531551524513,4.65261721585929,6.5439946344051,-4.01972116807698,-6.52194498889649,2.02516132766562,-2.89009211509363,1.83110801467252,-6.37435435719441,-8.10743016324148,2.7382151399576,5.23764158864324,4.69351228789351,-2.99887353569458,9.72383262266104,4.85348200941673,-9.10431846305285,3.14953509886801,NA,-8.96513847579353,-5.10546449147534,5.19038337098171,7.09979755511231,-5.60891057591541,4.90962759036085,-8.52246888723685,9.29799044535506,10.8362295152396,-5.60336415656237,3.90607770869556
"2382.HE003.C181.HA.5.572.rhizo.4.12.lane7.NoIndex.L007.sequences",7.46428022659073,0.272391049443209,1.97656223543202,-4.1721228424366,7.29577054963137,-0.0252180530060571,5.31519701182922,5.16630529202796,1.62633914678864,-5.27342934104596,-6.06933498767866,2.55266418869626,4.40454557833531,-5.23713934463202,-4.77677444423338,-0.138446279942113,-2.39616218032299,-0.223493503337523,-5.79336764302227,-7.60695678950644,0.53708595377639,3.52430811986355,2.20303736655991,-4.4430168601917,10.2471356518929,3.86515125118045,-7.44666497807436,0.818749589186805,-8.96513847579353,NA,-2.14995803222222,5.49762983225608,6.2203316425221,-4.48524643584817,3.99324764414325,-8.66147562457455,7.26849742558418,10.8855699954859,-4.48517603310444,2.40903070788053
"2382.GM.181.R4.root.10.12.lane7.NoIndex.L007.sequences",2.59925434269495,-1.68488958549505,-0.232516933618515,-7.16933583152313,1.25128506035762,-0.644015455573327,1.34808807108533,1.6726673276662,0.479551579296777,-5.16979504927393,-2.93222718201767,0.167843314905027,0.447109587935973,-6.09666591304507,-7.50963535075984,-1.50033585915167,-7.29100321523568,-2.50413300831325,-1.82440172371784,-2.84717779711585,-1.20151854232757,1.34580377808626,-1.02847120459303,-6.61046968964141,1.98476027222719,-0.386118971450848,-3.07213147466327,-0.780638285660613,-5.10546449147534,-2.14995803222222,NA,1.30155981738796,0.798389422675226,-6.82709526733837,1.87648807816672,-5.07278675013013,2.53576075155738,2.64104098563375,-5.19509048880035,-0.544934053774634
