"","1642.MS00343","1642.MS00336","1642.MS00346","1642.MS00408","2382.GM.181.R2.root.10.12.lane7.NoIndex.L007.sequences","2382.SH005.C3.RH.5.672.rhizo.9.12.lane7.NoIndex.L007.sequences","1024.MU002.C3.HA.2.66.rhizo.6.11.G1.L00","2382.RU006.C181.RH.4.592.rhizo.4.12.lane7.NoIndex.L007.sequences","2382.RU006.C181.RH.2.782.rhizo.9.12.lane7.NoIndex.L007.sequences","2382.SH004.C1.RH.1.603.root.9.12.lane7.NoIndex.L007.sequences","1642.MS00472","1642.MS00436","1642.MS00443","1642.MS00428","2382.DPOO1.C1.HA.2.432.rhizo.4.12.lane7.NoIndex.L007.sequences","2382.DPOO1.C1.HA.5.447.rhizo.4.12.lane7.NoIndex.L007.sequences","1642.MS00549","2382.SH005.C3.RH.2.657.rhizo.9.12.lane7.NoIndex.L007.sequences","1642.MS00430","1642.MS00392","1642.MS00617","1642.MS00440","2382.SH004.C1.RH.4.617.rhizo.9.12.lane7.NoIndex.L007.sequences","1642.MS00445","2382.SH005.C3.RH.5.59.root.6.11.lane1.NoIndex.L001.sequences","2382.SH005.C3.RH.4.55.root.6.11.lane1.NoIndex.L001.sequences","1642.MS00573","1642.MS00335","1642.MS00592","2382.RU006.C181.RH.1.577.rhizo.4.12.lane7.NoIndex.L007.sequences","1642.MS00516","2382.SH007.C6.RH.4.718.root.9.12.lane7.NoIndex.L007.sequences","1642.MS00449","1642.MS00419","2382.SH008.C6.HA.5.548.root.4.12.lane7.NoIndex.L007.sequences","2382.SH007.C6.RH.2.87.root.6.11.lane1.NoIndex.L001.sequences","2382.DPOO1.C1.HA.3.637.rhizo.9.12.lane7.NoIndex.L007.sequences","2382.SH005.C3.RH.2.457.rhizo.4.12.lane7.NoIndex.L007.sequences","2382.SH007.C6.RH.3.713.root.9.12.lane7.NoIndex.L007.sequences","1642.MS00621"
"1642.MS00516",-1.15693284707316,-2.5144399005026,-1.31697806015619,-4.14902511943495,1.14753506239932,4.51745992512894,6.08836138968451,9.59153629845954,9.72418627453713,2.31659052804321,-4.47750563235768,-3.61850339004114,-3.0300669268821,-2.9411614176018,6.19644336835351,4.31295222834344,-5.09503852300624,5.34538399900232,-3.45626673984705,-4.24748160212174,-4.27573610557385,-4.17020492800062,4.37357813763169,-3.0067094570033,1.35045172258061,1.36856182363003,-2.42175698729029,-1.70714538846766,-4.49018553867402,4.94436448953502,NA,2.18955475197558,-3.77706087931197,-2.28129037781103,1.38500139113381,1.63717704261645,5.12757677022957,3.96766672696691,0.686874381822998,-4.03515679778699
"2382.SH007.C6.RH.4.718.root.9.12.lane7.NoIndex.L007.sequences",-0.775000724113376,-0.859617721253495,-1.92695038341551,0.117790008173465,-7.12920188496783,-2.94677678188322,-3.77433331540018,-1.90247306149771,-1.76528786004053,-6.73783532652663,1.22817820047687,1.39356150417462,2.2882786786565,0.136392839902201,-2.12808716533106,-3.48370123412928,1.19528510772132,-2.40352944441739,0.406364884629756,-0.0709338754011263,2.96162081271338,0.75850891560546,-7.75358254905316,2.21973128664046,-8.10252895900583,-5.52864560836594,0.562126686806626,-1.10392847403113,2.91108624462156,-3.34270720043857,2.18955475197558,NA,2.31133532151909,1.18729797676697,-7.11400084895574,-6.21482099868389,-2.83293963284921,-4.43063862852927,-4.8618088898835,2.81513911524126
"1642.MS00449",-2.0081477610001,-2.74892073641904,-1.13071105807551,-2.93131980328532,1.17311748003681,6.90428477887784,7.06673083714666,8.74431562322456,10.0926142023272,2.27665070493641,-4.82946415316587,-4.19743083146932,-1.92666390113012,-2.70067695230295,6.52668053672991,4.4258756540928,-4.17075953631879,7.66345344253035,-3.81968996090438,-4.03447290229112,-0.782711753295317,-4.12129844604645,5.15957728591629,-3.91120274016164,1.21260509732802,1.02977960940708,-2.68380997936432,-2.21036477336334,-3.20551888117373,7.87900955744399,-3.77706087931197,2.31133532151909,NA,-3.4990083196083,1.11877727899045,1.20307589804026,6.88833896097856,5.26180106935114,0.957345154665347,-2.26720685364916
"1642.MS00419",-2.5097426379327,-3.74799561831191,-2.24336430973404,-3.85048349771869,0.621028345962552,4.18975408552822,4.61881765202953,6.39010968591386,8.03795386829837,1.56925477193496,-3.39837128524336,-4.94077193854831,-4.04425816635585,-2.91853804717118,4.30800421309918,2.30761506956086,-3.16511399836045,4.70783762081131,-4.33378469408066,-3.85538414147894,-0.925999892133675,-4.69583792445351,3.82400783157245,-3.79649985602155,0.504060918945506,0.33020549355847,-2.14705175898483,-2.90538900907502,-2.48696934643969,5.52695794923383,-2.28129037781103,1.18729797676697,-3.4990083196083,NA,0.152276033651194,0.229622574297215,5.54674923194692,3.85096844909002,0.914634365888019,-1.49044707874639
"2382.SH008.C6.HA.5.548.root.4.12.lane7.NoIndex.L007.sequences",-1.33662494813894,-1.26938945837431,-2.51949101125761,-0.538536319020847,-5.39075101568,-4.33172252912724,-3.46891447638112,-1.95655609948976,-1.68601957950445,-7.79340369105111,0.363558216376473,0.508105161299504,0.990446180509527,-0.298591142506587,-2.92995403536202,-3.68899283869447,0.670617351369227,-2.77550204199199,-0.374042996664897,-0.726277112440103,1.78722834975615,0.125259333774403,-8.76037281136533,1.36533175318676,-7.84211103180591,-4.96363673335146,-0.192923125335412,-1.65418468822137,1.76022865952843,-3.4342887293801,1.38500139113381,-7.11400084895574,1.11877727899045,0.152276033651194,NA,-6.65162986981209,-3.5410253177054,-4.24952704161067,-4.79329189354277,1.62639693654362
"2382.SH007.C6.RH.2.87.root.6.11.lane1.NoIndex.L001.sequences",-1.34937538745331,-1.27772446248994,-1.98538054178866,-0.695584189901303,-3.18167477512575,-3.38642004025515,-5.97697581717503,-3.77369744169621,-2.69195258094867,-6.3946146277915,0.116639615740493,0.518539550383651,0.968159825004838,-0.458838092643163,-1.14607480661512,-3.84750691837345,0.308587840535671,-3.55225133606756,-0.422376221165358,-0.601809558101312,2.62645487935113,-0.0983980867549426,-7.16483864249879,1.52421595506245,-5.69585859824977,-4.45409782372044,0.058498202633277,-1.84287165922284,2.37823355771947,-4.4122307841395,1.63717704261645,-6.21482099868389,1.20307589804026,0.229622574297215,-6.65162986981209,NA,-3.87496779059449,-6.74874519344317,-3.5181388579184,1.38698145057035
"2382.DPOO1.C1.HA.3.637.rhizo.9.12.lane7.NoIndex.L007.sequences",2.43541033236368,1.2755708154068,1.62337105421156,1.79654081279214,-3.14718143692366,-6.28917700787659,-5.24480768895884,-2.68677471714825,-3.62300016213592,-2.1488428715331,4.30394275757737,6.66083127202603,5.3074996269894,3.1938851211101,-5.82466837947859,-7.0800621714413,4.6771637681957,-6.99667087676072,5.13236106751217,1.08614913219453,8.61457312764187,3.83706587220885,-6.91920032748027,6.7933000753823,-3.93845534180815,-5.61317193108087,1.78448268426099,0.810752342280811,8.17061038098265,-4.57058077178184,5.12757677022957,-2.83293963284921,6.88833896097856,5.54674923194692,-3.5410253177054,-3.87496779059449,NA,-5.83875906846147,-4.14206560407426,8.27978797919536
"2382.SH005.C3.RH.2.457.rhizo.4.12.lane7.NoIndex.L007.sequences",-0.534184954202289,-0.681193370124246,-1.8767664291702,0.602002231966443,-3.57820475951089,-4.50272646417294,-7.7753426359783,-3.697609391629,-4.00005938582951,-4.05169157565297,1.49874130571406,4.06754533624058,5.02773246516561,0.469880707449971,-4.71251205621055,-7.3323601444985,3.41629687512987,-4.81228532628911,2.71432090429199,-0.218356481689913,8.05639311017097,2.33396370745187,-8.39889245085411,5.6435941571777,-7.24175602468592,-6.64910877595848,0.63602595559595,-1.09054718387641,5.76332493690175,-5.38588564998737,3.96766672696691,-4.43063862852927,5.26180106935114,3.85096844909002,-4.24952704161067,-6.74874519344317,-5.83875906846147,NA,-4.96071590750418,6.78999074730609
"2382.SH007.C6.RH.3.713.root.9.12.lane7.NoIndex.L007.sequences",-0.200709098849166,-1.06172438577968,-1.16267952453104,-0.554774643902248,-6.2239819195051,-3.46297807162053,-4.17013938811803,-1.79829789625705,-1.98076543146477,-5.2492844848779,-0.0464279297406061,0.41845723944562,0.718776751384012,-0.460546609659049,-2.18129975461825,-3.01108779492425,0.0755694448118085,-3.31113834967976,-0.312003419024036,-0.760400509302939,1.19508734387314,-0.0785175747758037,-5.15973949513197,0.626991612795498,-5.50017666979697,-5.24737120691163,-0.782345925991748,-1.08740982717905,0.724203205572966,-3.0024713479089,0.686874381822998,-4.8618088898835,0.957345154665347,0.914634365888019,-4.79329189354277,-3.5181388579184,-4.14206560407426,-4.96071590750418,NA,0.976953229171505
"1642.MS00621",-0.238230456596102,-1.97600915127027,-0.732878143314419,-3.98361313366257,1.67968817338787,8.08243160919766,9.36091805428457,9.85350167164712,10.8245681348769,2.46294107926701,-3.73154926067711,-0.669700034664091,-2.92194614259867,-2.13637655005005,7.23804140522434,6.52587057595215,-4.42160912947169,8.66618665579724,-1.81484108565101,-2.37673972217528,-2.99898674524908,-1.54509875460725,6.12430019010828,-2.23833947151773,1.47475147985708,1.46390356963246,-2.59515802873737,-1.23349447634234,-4.17493505722406,8.18708030002851,-4.03515679778699,2.81513911524126,-2.26720685364916,-1.49044707874639,1.62639693654362,1.38698145057035,8.27978797919536,6.78999074730609,0.976953229171505,NA
