"","1642.MS00549","1642.MS00607","1642.MS00371","1642.MS00365","2382.SH008.C6.HA.4.115.root.6.11.lane1.NoIndex.L001.sequences","1642.MS00406","1642.MS00476","2382.SH004.C1.RH.5.422.rhizo.4.12.lane7.NoIndex.L007.sequences","1642.MS00384","2382.SH004.C1.RH.2.407.rhizo.4.12.lane7.NoIndex.L007.sequences","1642.MS00383","1642.MS00503","2382.SH007.C6.RH.1.703.root.9.12.lane7.NoIndex.L007.sequences","2382.RU006.C181.RH.5.597.rhizo.4.12.lane7.NoIndex.L007.sequences","2382.HE003.C181.HA.5.373.root.9.11.lane1.NoIndex.L001.sequences","1642.MS00438","2382.SH005.C3.RH.4.667.rhizo.9.12.lane7.NoIndex.L007.sequences","1642.MS00388","1642.MS00445","2382.SH008.C6.HA.3.538.root.4.12.lane7.NoIndex.L007.sequences","2382.SH008.C6.HA.5.348.root.9.11.lane1.NoIndex.L001.sequences","2382.HE003.C181.HA.2.557.rhizo.4.12.lane7.NoIndex.L007.sequences","1642.MS00413","2382.SH004.C1.RH.1.203.root.9.11.lane1.NoIndex.L001.sequences","1642.MS00496","1642.MS00488","2382.DPOO1.C1.HA.1.23.root.6.11.lane1.NoIndex.L001.sequences","2382.SH007.C6.RH.3.712.rhizo.9.12.lane7.NoIndex.L007.sequences","1642.MS00358","1642.MS00405","1642.MS00532","1642.MS00543","1642.MS00467","1642.MS00633","2382.DPOO1.C1.HA.3.438.root.4.12.lane7.NoIndex.L007.sequences","2382.SH004.C1.RH.2.408.root.4.12.lane7.NoIndex.L007.sequences","2382.MU002.C3.HA.5.498.root.4.12.lane7.NoIndex.L007.sequences","2382.HE003.C181.HA.5.139.root.6.11.lane1.NoIndex.L001.sequences","2382.MU002.C3.HA.5.697.rhizo.9.12.lane7.NoIndex.L007.sequences","1642.MS00548"
"2382.SH008.C6.HA.5.348.root.9.11.lane1.NoIndex.L001.sequences",-0.487918854416148,0.551322253772059,-1.639656100186,-1.70958136771357,-5.09129341978738,-2.02097110559075,-0.408510514348814,-6.30226825269286,-1.17404470118333,-5.86886328698773,-0.64043096671801,-0.949645576311147,-3.43218732915044,-5.53991034999392,-4.36347398313957,-0.645412759778752,-5.34861016672942,-0.00353260066683514,0.803526079018755,-3.77868617781002,NA,-5.17817178429843,-0.41684722939961,-6.5484962221873,-0.536587376725298,1.45955411543119,-4.70685114961167,-5.05329404215522,-1.12712909184482,-0.787138110902748,-0.0693166104118578,-0.676342147171452,0.0663457764175203,3.00741455774898,-4.56777510134054,-5.39635543977009,-4.06067879868789,-4.34723658371006,-4.6069059941495,-0.414761782649201
"2382.HE003.C181.HA.2.557.rhizo.4.12.lane7.NoIndex.L007.sequences",4.42994092757887,5.03496816884932,0.751962799475267,-0.156730294208124,-5.10461379362604,1.30341967602709,3.16533769898655,-6.97331360373573,-0.180099083722197,-7.46758067660132,2.79375489908634,0.94471617866689,-5.47585790713158,-8.17013345897167,-4.88081511185973,0.803548607312321,-8.16198996575162,2.46923383248712,6.50698116904848,-5.93792336449767,-5.17817178429843,NA,2.59968169516234,-4.42860308928232,3.55961346514694,8.82240030662028,-5.38225127126467,-8.7330967951477,1.27898328744515,2.82523218834447,3.57414427561536,2.94658195573118,4.50375766977482,7.59433767487737,-5.21037214425924,-4.4804561183329,-5.79300590800155,-5.42490490328872,-4.08638514871628,2.92147082977528
"1642.MS00413",-4.84404328503054,-0.346815673721075,-2.32719573747531,-2.05568911678761,-0.124440691563985,-5.7386850574836,-3.85437039053095,2.62540679343747,-5.44454688320393,1.93679089770399,-2.82353887673647,-3.63345909727645,0.094872690751792,3.26667741264005,-0.108476624964751,-5.22235317415977,3.73215714936583,-2.61407121682104,-3.37523213203069,-0.171841201841544,-0.41684722939961,2.59968169516234,NA,1.53034164922423,-4.10887755339309,-3.36530820107201,0.166502928623784,4.33675599054404,0.15186770700495,-4.48022995795254,-3.93366266439362,-4.45237847636675,-4.93653145129757,-2.05000534940993,0.00276496905259293,0.727450855149094,0.754793144044966,0.231130287752068,5.03693428032862,-3.64643530185193
"2382.SH004.C1.RH.1.203.root.9.11.lane1.NoIndex.L001.sequences",2.15970947748277,3.3064739202582,-0.584227828366951,-0.829490048529114,-4.79857076429613,0.132162633251037,1.74603279422538,-4.06147473167793,-0.230276167035914,-4.04197184758564,1.63133517934068,0.195434894022507,-8.66779131678442,-5.01466199382613,-6.17487035105284,0.551251070122256,-4.45839106599903,2.17064231679089,3.47651469025301,-6.57812142931889,-6.5484962221873,-4.42860308928232,1.53034164922423,NA,1.80019669813171,5.22028215374803,-5.33141962431121,-5.40735049711658,0.229046210547515,1.48718503588682,2.76796155112393,1.39462295922836,2.24951006704855,5.95453819530507,-5.76993363697396,-5.67827881409226,-6.1629766540239,-6.61537570373044,-3.13978074731507,1.78117428365282
"1642.MS00496",-5.3325312043624,-1.49233391340098,-1.45717717640773,-1.79436652767588,0.299232823812967,-6.47903700060965,-4.26476044673195,3.37682036880313,-4.47549924715237,2.81993803828323,-4.0901810288432,-5.82597828867662,0.0835131523198132,4.91784335951164,0.338281031954352,-3.97932980617133,3.93353809181902,-0.564688423938815,-4.31610843120014,0.79828847012695,-0.536587376725298,3.55961346514694,-4.10887755339309,1.80019669813171,NA,-3.86714158012399,0.10383327218688,5.24472999781302,1.54337820891181,-4.59910063170794,-4.01824921504435,-5.31309547880841,-5.43037504715155,-2.58126410146601,0.276161104592635,0.859564384817723,0.76688841822435,-0.210939992300083,6.32323193510307,-5.29571553770425
"1642.MS00488",-4.09081158812091,-0.715839354734956,-0.902605020734588,-1.11811330200292,2.95765460429284,-4.07291087868138,-3.86226792879151,6.87327895993691,-2.96913723925809,6.83457979822213,-3.43886639183839,-3.94586793438317,2.47449357876226,9.66015604805213,2.00272087580066,-3.56361486925128,10.0648517941942,-1.64691368029569,-3.02557435964757,5.05587549856945,1.45955411543119,8.82240030662028,-3.36530820107201,5.22028215374803,-3.86714158012399,NA,3.08813508663854,10.9831649405934,5.81928531274807,-1.07922606535991,-2.85292416368333,-5.03708477970316,-3.41257773208329,-2.65627451456459,3.60565857111028,3.89258140253503,2.97669710317011,1.98507108564289,11.8192917274285,-3.02376907730689
"2382.DPOO1.C1.HA.1.23.root.6.11.lane1.NoIndex.L001.sequences",0.623998740496956,1.40797191684409,1.10978632724082,0.624885605909094,-6.47523915270833,-0.59078622604248,0.42205823767568,-5.47888389668314,-0.763507431900712,-5.94373549784735,0.178036404210476,-0.55448746732661,-6.21095649040449,-5.28002693060075,-6.83528109969904,-0.333671689313691,-6.44691775487365,1.07994253788995,1.88776219263459,-5.68670848647842,-4.70685114961167,-5.38225127126467,0.166502928623784,-5.33141962431121,0.10383327218688,3.08813508663854,NA,-3.99454586362614,3.12972074025243,0.0411330811457196,0.805475125271208,0.169752909456951,1.77053403927252,3.52567321378062,-6.89006904233278,-5.79032775567954,-7.83742008628782,-7.17026198877904,-3.19435767538343,0.519558546114882
"2382.SH007.C6.RH.3.712.rhizo.9.12.lane7.NoIndex.L007.sequences",5.47733213354429,5.42548335672584,1.55479086534888,0.422108416257699,-5.72267441562967,1.62157585953721,4.17576009558176,-6.02342898144625,0.148566064815852,-7.32213623232228,2.9271047781102,1.2127735027444,-4.5832432946875,-8.25061334124827,-3.58289736884597,1.94222146368914,-8.26001481691423,3.31070869214835,8.31198677670561,-6.844458210045,-5.05329404215522,-8.7330967951477,4.33675599054404,-5.40735049711658,5.24472999781302,10.9831649405934,-3.99454586362614,NA,1.89083072406488,4.31051087628669,5.47161468617387,4.24258192635323,5.44138126893829,10.5776959627928,-4.17681966837837,-6.11946571548684,-4.51895142631186,-3.57045280938398,-5.33621499937947,3.54488499317786
"1642.MS00358",1.57933562806771,1.48655602016113,-0.290732927520059,-0.675823523674314,0.942135464325639,2.91313174273524,2.40978153183368,5.92307789791947,-0.685923100835114,4.6484005112148,-0.191341624894878,0.819076186171331,0.657570911429857,1.48543283384382,-1.7750383121769,5.86361128080258,2.33410982351977,0.476430031268946,3.37257662753583,0.800612106746987,-1.12712909184482,1.27898328744515,0.15186770700495,0.229046210547515,1.54337820891181,5.81928531274807,3.12972074025243,1.89083072406488,NA,-0.258482431146783,1.19396290884136,2.75563724204447,0.0348249810665319,1.10117532715821,1.71567591837259,0.953851222483273,1.20444303937182,1.26112180833353,2.8478098839231,1.36133508194666
"1642.MS00405",-4.46426999716542,-1.33755744797016,-2.7039853889027,-2.1004414504921,-0.232622333872499,-5.70519114294882,-4.36011019924149,2.95019017880959,-3.99087550718354,2.86278925952135,-3.42967133371113,-3.96727007747853,-0.252469410440269,4.20472223363148,0.290311634210618,-3.33648650224078,3.89722369538959,-2.19072315999473,-3.35800118474825,0.872270919219989,-0.787138110902748,2.82523218834447,-4.48022995795254,1.48718503588682,-4.59910063170794,-1.07922606535991,0.0411330811457196,4.31051087628669,-0.258482431146783,NA,-2.97837395243856,-4.30557682194882,-5.45637249773126,-2.29044229393651,0.356681434435147,0.391133785059238,0.661690262888505,0.0554575154068999,5.72783853237892,-4.04460314539231
