#OTU-ID	Description	Env	SourceSink	Study	Details
A8634	Free-living	Sediment-non-saline	source	EMP	EMP
A8641	Free-living	Sediment-non-saline	source	EMP	EMP
A8648	Free-living	Sediment-non-saline	source	EMP	EMP
A8656	Free-living	Sediment-non-saline	source	EMP	EMP
A8686	Free-living	Sediment-non-saline	source	EMP	EMP
A8751	Free-living	Sediment-non-saline	source	EMP	EMP
A8783	Free-living	Sediment-non-saline	source	EMP	EMP
A8823	Free-living	Sediment-non-saline	source	EMP	EMP
A8848	Free-living	Sediment-non-saline	source	EMP	EMP
A8869	Free-living	Sediment-non-saline	source	EMP	EMP
A8898	Free-living	Sediment-non-saline	source	EMP	EMP
A8899	Free-living	Sediment-non-saline	source	EMP	EMP
A8910	Free-living	Sediment-non-saline	source	EMP	EMP
A8918	Free-living	Sediment-non-saline	source	EMP	EMP
A8928	Free-living	Sediment-non-saline	source	EMP	EMP
A8929	Free-living	Sediment-non-saline	source	EMP	EMP
A8936	Free-living	Sediment-non-saline	source	EMP	EMP
A8943	Free-living	Sediment-non-saline	source	EMP	EMP
A8994	Free-living	Sediment-non-saline	source	EMP	EMP
A8995	Free-living	Sediment-non-saline	source	EMP	EMP
A9002	Free-living	Sediment-non-saline	source	EMP	EMP
A9043	Free-living	Sediment-non-saline	source	EMP	EMP
A9060	Free-living	Sediment-non-saline	source	EMP	EMP
A9061	Free-living	Sediment-non-saline	source	EMP	EMP
A9107	Free-living	Sediment-non-saline	source	EMP	EMP
A9109	Free-living	Sediment-non-saline	source	EMP	EMP
A9117	Free-living	Sediment-non-saline	source	EMP	EMP
A9119	Free-living	Sediment-non-saline	source	EMP	EMP
A9125	Free-living	Sediment-non-saline	source	EMP	EMP
A9145	Free-living	Sediment-non-saline	source	EMP	EMP
A9172	Free-living	Sediment-non-saline	source	EMP	EMP
A9180	Free-living	Sediment-non-saline	source	EMP	EMP
A9192	Free-living	Sediment-non-saline	source	EMP	EMP
A9217	Free-living	Sediment-non-saline	source	EMP	EMP
A9220	Free-living	Sediment-non-saline	source	EMP	EMP
A9312	Free-living	Sediment-non-saline	source	EMP	EMP
A9359	Free-living	Sediment-non-saline	source	EMP	EMP
A9365	Free-living	Sediment-non-saline	source	EMP	EMP
A9377	Free-living	Sediment-non-saline	source	EMP	EMP
A9389	Free-living	Sediment-non-saline	source	EMP	EMP
A9403	Free-living	Sediment-non-saline	source	EMP	EMP
A9429	Free-living	Sediment-non-saline	source	EMP	EMP
A9442	Free-living	Sediment-non-saline	source	EMP	EMP
A9459	Free-living	Sediment-non-saline	source	EMP	EMP
A9494	Free-living	Sediment-non-saline	source	EMP	EMP
A9524	Free-living	Sediment-non-saline	source	EMP	EMP
A9554	Free-living	Sediment-non-saline	source	EMP	EMP
A9556	Free-living	Sediment-non-saline	source	EMP	EMP
A9560	Free-living	Sediment-non-saline	source	EMP	EMP
A9566	Free-living	Sediment-non-saline	source	EMP	EMP
A9579	Free-living	Sediment-non-saline	source	EMP	EMP
A9591	Free-living	Sediment-non-saline	source	EMP	EMP
A9612	Free-living	Sediment-non-saline	source	EMP	EMP
A9617	Free-living	Sediment-non-saline	source	EMP	EMP
A9629	Free-living	Sediment-non-saline	source	EMP	EMP
A9666	Free-living	Sediment-non-saline	source	EMP	EMP
A9669	Free-living	Sediment-non-saline	source	EMP	EMP
A9721	Free-living	Sediment-non-saline	source	EMP	EMP
A9738	Free-living	Sediment-non-saline	source	EMP	EMP
A9740	Free-living	Sediment-non-saline	source	EMP	EMP
A9743	Free-living	Sediment-non-saline	source	EMP	EMP
A9748	Free-living	Sediment-non-saline	source	EMP	EMP
A9777	Free-living	Sediment-non-saline	source	EMP	EMP
A9781	Free-living	Sediment-non-saline	source	EMP	EMP
A9852	Free-living	Sediment-non-saline	source	EMP	EMP
A9868	Free-living	Sediment-non-saline	source	EMP	EMP
A9892	Free-living	Sediment-non-saline	source	EMP	EMP
A9901	Free-living	Sediment-non-saline	source	EMP	EMP
A9902	Free-living	Sediment-non-saline	source	EMP	EMP
A9913	Free-living	Sediment-non-saline	source	EMP	EMP
A9915	Free-living	Sediment-non-saline	source	EMP	EMP
A9930	Free-living	Sediment-non-saline	source	EMP	EMP
A9944	Free-living	Sediment-non-saline	source	EMP	EMP
A9947	Free-living	Sediment-non-saline	source	EMP	EMP
A9954	Free-living	Sediment-non-saline	source	EMP	EMP
A9961	Free-living	Sediment-non-saline	source	EMP	EMP
A9969	Free-living	Sediment-non-saline	source	EMP	EMP
A9988	Free-living	Sediment-non-saline	source	EMP	EMP
A19	Free-living	Sediment-saline	source	EMP	EMP
A25	Free-living	Sediment-saline	source	EMP	EMP
A61	Free-living	Sediment-saline	source	EMP	EMP
A106	Free-living	Sediment-saline	source	EMP	EMP
A141	Free-living	Sediment-saline	source	EMP	EMP
A154	Free-living	Sediment-saline	source	EMP	EMP
A158	Free-living	Sediment-saline	source	EMP	EMP
A161	Free-living	Sediment-saline	source	EMP	EMP
A169	Free-living	Sediment-saline	source	EMP	EMP
A174	Free-living	Sediment-saline	source	EMP	EMP
A213	Free-living	Sediment-saline	source	EMP	EMP
A218	Free-living	Sediment-saline	source	EMP	EMP
A230	Free-living	Sediment-saline	source	EMP	EMP
A233	Free-living	Sediment-saline	source	EMP	EMP
A243	Free-living	Sediment-saline	source	EMP	EMP
A252	Free-living	Sediment-saline	source	EMP	EMP
A287	Free-living	Sediment-saline	source	EMP	EMP
A288	Free-living	Sediment-saline	source	EMP	EMP
A306	Free-living	Sediment-saline	source	EMP	EMP
A313	Free-living	Sediment-saline	source	EMP	EMP
A318	Free-living	Sediment-saline	source	EMP	EMP
A323	Free-living	Sediment-saline	source	EMP	EMP
A324	Free-living	Sediment-saline	source	EMP	EMP
A333	Free-living	Sediment-saline	source	EMP	EMP
A359	Free-living	Sediment-saline	source	EMP	EMP
A370	Free-living	Sediment-saline	source	EMP	EMP
A381	Free-living	Sediment-saline	source	EMP	EMP
A393	Free-living	Sediment-saline	source	EMP	EMP
A424	Free-living	Sediment-saline	source	EMP	EMP
A462	Free-living	Sediment-saline	source	EMP	EMP
A504	Free-living	Sediment-saline	source	EMP	EMP
A543	Free-living	Sediment-saline	source	EMP	EMP
A575	Free-living	Sediment-saline	source	EMP	EMP
A588	Free-living	Sediment-saline	source	EMP	EMP
A611	Free-living	Sediment-saline	source	EMP	EMP
A616	Free-living	Sediment-saline	source	EMP	EMP
A624	Free-living	Sediment-saline	source	EMP	EMP
A629	Free-living	Sediment-saline	source	EMP	EMP
A646	Free-living	Sediment-saline	source	EMP	EMP
A666	Free-living	Sediment-saline	source	EMP	EMP
A668	Free-living	Sediment-saline	source	EMP	EMP
A685	Free-living	Sediment-saline	source	EMP	EMP
A699	Free-living	Sediment-saline	source	EMP	EMP
A708	Free-living	Sediment-saline	source	EMP	EMP
A709	Free-living	Sediment-saline	source	EMP	EMP
A723	Free-living	Sediment-saline	source	EMP	EMP
A738	Free-living	Sediment-saline	source	EMP	EMP
A771	Free-living	Sediment-saline	source	EMP	EMP
A780	Free-living	Sediment-saline	source	EMP	EMP
A782	Free-living	Sediment-saline	source	EMP	EMP
A786	Free-living	Sediment-saline	source	EMP	EMP
A805	Free-living	Sediment-saline	source	EMP	EMP
A820	Free-living	Sediment-saline	source	EMP	EMP
A849	Free-living	Sediment-saline	source	EMP	EMP
A851	Free-living	Sediment-saline	source	EMP	EMP
A864	Free-living	Sediment-saline	source	EMP	EMP
A903	Free-living	Sediment-saline	source	EMP	EMP
A913	Free-living	Sediment-saline	source	EMP	EMP
A942	Free-living	Sediment-saline	source	EMP	EMP
A954	Free-living	Sediment-saline	source	EMP	EMP
A963	Free-living	Sediment-saline	source	EMP	EMP
A983	Free-living	Sediment-saline	source	EMP	EMP
A988	Free-living	Sediment-saline	source	EMP	EMP
A1023	Free-living	Sediment-saline	source	EMP	EMP
A1040	Free-living	Sediment-saline	source	EMP	EMP
A1051	Free-living	Sediment-saline	source	EMP	EMP
A1057	Free-living	Sediment-saline	source	EMP	EMP
A1072	Free-living	Sediment-saline	source	EMP	EMP
A1105	Free-living	Sediment-saline	source	EMP	EMP
A1124	Free-living	Sediment-saline	source	EMP	EMP
A1129	Free-living	Sediment-saline	source	EMP	EMP
A1131	Free-living	Sediment-saline	source	EMP	EMP
A1157	Free-living	Sediment-saline	source	EMP	EMP
A1163	Free-living	Sediment-saline	source	EMP	EMP
A1181	Free-living	Sediment-saline	source	EMP	EMP
A1191	Free-living	Sediment-saline	source	EMP	EMP
A1195	Free-living	Sediment-saline	source	EMP	EMP
A1203	Free-living	Sediment-saline	source	EMP	EMP
A1245	Free-living	Sediment-saline	source	EMP	EMP
A1265	Free-living	Sediment-saline	source	EMP	EMP
A1301	Free-living	Sediment-saline	source	EMP	EMP
A1305	Free-living	Sediment-saline	source	EMP	EMP
A1329	Free-living	Sediment-saline	source	EMP	EMP
A1343	Free-living	Sediment-saline	source	EMP	EMP
A1352	Free-living	Sediment-saline	source	EMP	EMP
A1377	Free-living	Sediment-saline	source	EMP	EMP
A1403	Free-living	Sediment-saline	source	EMP	EMP
A1438	Free-living	Sediment-saline	source	EMP	EMP
A1443	Free-living	Sediment-saline	source	EMP	EMP
A1456	Free-living	Sediment-saline	source	EMP	EMP
A1504	Free-living	Sediment-saline	source	EMP	EMP
A1508	Free-living	Sediment-saline	source	EMP	EMP
A1530	Free-living	Sediment-saline	source	EMP	EMP
A1579	Free-living	Sediment-saline	source	EMP	EMP
A1605	Free-living	Sediment-saline	source	EMP	EMP
A1628	Free-living	Sediment-saline	source	EMP	EMP
A1629	Free-living	Sediment-saline	source	EMP	EMP
A1642	Free-living	Sediment-saline	source	EMP	EMP
A1657	Free-living	Sediment-saline	source	EMP	EMP
A1686	Free-living	Sediment-saline	source	EMP	EMP
A1690	Free-living	Sediment-saline	source	EMP	EMP
A1697	Free-living	Sediment-saline	source	EMP	EMP
A1701	Free-living	Sediment-saline	source	EMP	EMP
A1707	Free-living	Sediment-saline	source	EMP	EMP
A1753	Free-living	Sediment-saline	source	EMP	EMP
A1754	Free-living	Sediment-saline	source	EMP	EMP
A1774	Free-living	Sediment-saline	source	EMP	EMP
A1784	Free-living	Sediment-saline	source	EMP	EMP
A1800	Free-living	Sediment-saline	source	EMP	EMP
A1836	Free-living	Sediment-saline	source	EMP	EMP
A1865	Free-living	Sediment-saline	source	EMP	EMP
A1886	Free-living	Sediment-saline	source	EMP	EMP
A1933	Free-living	Sediment-saline	source	EMP	EMP
A1940	Free-living	Sediment-saline	source	EMP	EMP
A1944	Free-living	Sediment-saline	source	EMP	EMP
A1953	Free-living	Sediment-saline	source	EMP	EMP
A1977	Free-living	Sediment-saline	source	EMP	EMP
A2017	Free-living	Sediment-saline	source	EMP	EMP
A2019	Free-living	Sediment-saline	source	EMP	EMP
A2029	Free-living	Sediment-saline	source	EMP	EMP
A2044	Free-living	Sediment-saline	source	EMP	EMP
A2092	Free-living	Sediment-saline	source	EMP	EMP
A2114	Free-living	Sediment-saline	source	EMP	EMP
A2121	Free-living	Sediment-saline	source	EMP	EMP
A2127	Free-living	Sediment-saline	source	EMP	EMP
A2144	Free-living	Sediment-saline	source	EMP	EMP
A2164	Free-living	Sediment-saline	source	EMP	EMP
A2167	Free-living	Sediment-saline	source	EMP	EMP
A2193	Free-living	Sediment-saline	source	EMP	EMP
A2201	Free-living	Sediment-saline	source	EMP	EMP
A2237	Free-living	Sediment-saline	source	EMP	EMP
A2242	Free-living	Sediment-saline	source	EMP	EMP
A2295	Free-living	Sediment-saline	source	EMP	EMP
A2306	Free-living	Sediment-saline	source	EMP	EMP
A2323	Free-living	Sediment-saline	source	EMP	EMP
A2347	Free-living	Sediment-saline	source	EMP	EMP
A2379	Free-living	Sediment-saline	source	EMP	EMP
A2398	Free-living	Sediment-saline	source	EMP	EMP
A2410	Free-living	Sediment-saline	source	EMP	EMP
A2436	Free-living	Sediment-saline	source	EMP	EMP
A2462	Free-living	Sediment-saline	source	EMP	EMP
A2463	Free-living	Sediment-saline	source	EMP	EMP
A2481	Free-living	Sediment-saline	source	EMP	EMP
A2485	Free-living	Sediment-saline	source	EMP	EMP
A2488	Free-living	Sediment-saline	source	EMP	EMP
A2528	Free-living	Sediment-saline	source	EMP	EMP
A2541	Free-living	Sediment-saline	source	EMP	EMP
A2554	Free-living	Sediment-saline	source	EMP	EMP
A2580	Free-living	Sediment-saline	source	EMP	EMP
A2598	Free-living	Sediment-saline	source	EMP	EMP
A2614	Free-living	Sediment-saline	source	EMP	EMP
A2629	Free-living	Sediment-saline	source	EMP	EMP
A2640	Free-living	Sediment-saline	source	EMP	EMP
A2665	Free-living	Sediment-saline	source	EMP	EMP
A2667	Free-living	Sediment-saline	source	EMP	EMP
A2673	Free-living	Sediment-saline	source	EMP	EMP
A2699	Free-living	Sediment-saline	source	EMP	EMP
A2703	Free-living	Sediment-saline	source	EMP	EMP
A2704	Free-living	Sediment-saline	source	EMP	EMP
A2705	Free-living	Sediment-saline	source	EMP	EMP
A2726	Free-living	Sediment-saline	source	EMP	EMP
A2728	Free-living	Sediment-saline	source	EMP	EMP
A2730	Free-living	Sediment-saline	source	EMP	EMP
A2739	Free-living	Sediment-saline	source	EMP	EMP
A2753	Free-living	Sediment-saline	source	EMP	EMP
A2756	Free-living	Sediment-saline	source	EMP	EMP
A2798	Free-living	Sediment-saline	source	EMP	EMP
A2812	Free-living	Sediment-saline	source	EMP	EMP
A2819	Free-living	Sediment-saline	source	EMP	EMP
A2837	Free-living	Sediment-saline	source	EMP	EMP
A2845	Free-living	Sediment-saline	source	EMP	EMP
A2877	Free-living	Sediment-saline	source	EMP	EMP
A2889	Free-living	Sediment-saline	source	EMP	EMP
A2892	Free-living	Sediment-saline	source	EMP	EMP
A2900	Free-living	Sediment-saline	source	EMP	EMP
A2920	Free-living	Sediment-saline	source	EMP	EMP
A2964	Free-living	Sediment-saline	source	EMP	EMP
A2967	Free-living	Sediment-saline	source	EMP	EMP
A2974	Free-living	Sediment-saline	source	EMP	EMP
A2997	Free-living	Sediment-saline	source	EMP	EMP
A3000	Free-living	Sediment-saline	source	EMP	EMP
A3017	Free-living	Sediment-saline	source	EMP	EMP
A3060	Free-living	Sediment-saline	source	EMP	EMP
A3065	Free-living	Sediment-saline	source	EMP	EMP
A3079	Free-living	Sediment-saline	source	EMP	EMP
A3109	Free-living	Sediment-saline	source	EMP	EMP
A3124	Free-living	Sediment-saline	source	EMP	EMP
A3138	Free-living	Sediment-saline	source	EMP	EMP
A3168	Free-living	Sediment-saline	source	EMP	EMP
A3174	Free-living	Sediment-saline	source	EMP	EMP
A3178	Free-living	Sediment-saline	source	EMP	EMP
A3182	Free-living	Sediment-saline	source	EMP	EMP
A3227	Free-living	Sediment-saline	source	EMP	EMP
A3251	Free-living	Sediment-saline	source	EMP	EMP
A3255	Free-living	Sediment-saline	source	EMP	EMP
A3271	Free-living	Sediment-saline	source	EMP	EMP
A3274	Free-living	Sediment-saline	source	EMP	EMP
A3290	Free-living	Sediment-saline	source	EMP	EMP
A3296	Free-living	Sediment-saline	source	EMP	EMP
A3344	Free-living	Sediment-saline	source	EMP	EMP
A3353	Free-living	Sediment-saline	source	EMP	EMP
A3357	Free-living	Sediment-saline	source	EMP	EMP
A3382	Free-living	Sediment-saline	source	EMP	EMP
A3414	Free-living	Sediment-saline	source	EMP	EMP
A3427	Free-living	Sediment-saline	source	EMP	EMP
A3447	Free-living	Sediment-saline	source	EMP	EMP
A3457	Free-living	Sediment-saline	source	EMP	EMP
A3495	Free-living	Sediment-saline	source	EMP	EMP
A3510	Free-living	Sediment-saline	source	EMP	EMP
A3522	Free-living	Sediment-saline	source	EMP	EMP
A3525	Free-living	Sediment-saline	source	EMP	EMP
A3560	Free-living	Sediment-saline	source	EMP	EMP
A3570	Free-living	Sediment-saline	source	EMP	EMP
A3578	Free-living	Sediment-saline	source	EMP	EMP
A3583	Free-living	Sediment-saline	source	EMP	EMP
A3586	Free-living	Sediment-saline	source	EMP	EMP
A3609	Free-living	Sediment-saline	source	EMP	EMP
A3620	Free-living	Sediment-saline	source	EMP	EMP
A3670	Free-living	Sediment-saline	source	EMP	EMP
A3685	Free-living	Sediment-saline	source	EMP	EMP
A3717	Free-living	Sediment-saline	source	EMP	EMP
A3739	Free-living	Sediment-saline	source	EMP	EMP
A3770	Free-living	Sediment-saline	source	EMP	EMP
A3775	Free-living	Sediment-saline	source	EMP	EMP
A3776	Free-living	Sediment-saline	source	EMP	EMP
A3796	Free-living	Sediment-saline	source	EMP	EMP
A3817	Free-living	Sediment-saline	source	EMP	EMP
A3865	Free-living	Sediment-saline	source	EMP	EMP
A3877	Free-living	Sediment-saline	source	EMP	EMP
A3916	Free-living	Sediment-saline	source	EMP	EMP
A3922	Free-living	Sediment-saline	source	EMP	EMP
A3937	Free-living	Sediment-saline	source	EMP	EMP
A3964	Free-living	Sediment-saline	source	EMP	EMP
A3966	Free-living	Sediment-saline	source	EMP	EMP
A4021	Free-living	Sediment-saline	source	EMP	EMP
A4048	Free-living	Sediment-saline	source	EMP	EMP
A4067	Free-living	Sediment-saline	source	EMP	EMP
A4073	Free-living	Sediment-saline	source	EMP	EMP
A4081	Free-living	Sediment-saline	source	EMP	EMP
A4141	Free-living	Sediment-saline	source	EMP	EMP
A4144	Free-living	Sediment-saline	source	EMP	EMP
A4160	Free-living	Sediment-saline	source	EMP	EMP
A4171	Free-living	Sediment-saline	source	EMP	EMP
A4222	Free-living	Sediment-saline	source	EMP	EMP
A4260	Free-living	Sediment-saline	source	EMP	EMP
A4274	Free-living	Sediment-saline	source	EMP	EMP
A4308	Free-living	Sediment-saline	source	EMP	EMP
A4309	Free-living	Sediment-saline	source	EMP	EMP
A4316	Free-living	Sediment-saline	source	EMP	EMP
A4350	Free-living	Sediment-saline	source	EMP	EMP
A4361	Free-living	Sediment-saline	source	EMP	EMP
A4377	Free-living	Sediment-saline	source	EMP	EMP
A4392	Free-living	Sediment-saline	source	EMP	EMP
A4425	Free-living	Sediment-saline	source	EMP	EMP
A4442	Free-living	Sediment-saline	source	EMP	EMP
A4444	Free-living	Sediment-saline	source	EMP	EMP
A4466	Free-living	Sediment-saline	source	EMP	EMP
A4469	Free-living	Sediment-saline	source	EMP	EMP
A4472	Free-living	Sediment-saline	source	EMP	EMP
A4502	Free-living	Sediment-saline	source	EMP	EMP
A4526	Free-living	Sediment-saline	source	EMP	EMP
A4565	Free-living	Sediment-saline	source	EMP	EMP
A4606	Free-living	Sediment-saline	source	EMP	EMP
A4619	Free-living	Sediment-saline	source	EMP	EMP
A4628	Free-living	Sediment-saline	source	EMP	EMP
A4637	Free-living	Sediment-saline	source	EMP	EMP
A4653	Free-living	Sediment-saline	source	EMP	EMP
A4663	Free-living	Sediment-saline	source	EMP	EMP
A4669	Free-living	Sediment-saline	source	EMP	EMP
A4673	Free-living	Sediment-saline	source	EMP	EMP
A4677	Free-living	Sediment-saline	source	EMP	EMP
A4715	Free-living	Sediment-saline	source	EMP	EMP
A4716	Free-living	Sediment-saline	source	EMP	EMP
A4720	Free-living	Sediment-saline	source	EMP	EMP
A4744	Free-living	Sediment-saline	source	EMP	EMP
A4753	Free-living	Sediment-saline	source	EMP	EMP
A4805	Free-living	Sediment-saline	source	EMP	EMP
A4819	Free-living	Sediment-saline	source	EMP	EMP
A4830	Free-living	Sediment-saline	source	EMP	EMP
A4853	Free-living	Sediment-saline	source	EMP	EMP
A4865	Free-living	Sediment-saline	source	EMP	EMP
A4870	Free-living	Sediment-saline	source	EMP	EMP
A4871	Free-living	Sediment-saline	source	EMP	EMP
A4910	Free-living	Sediment-saline	source	EMP	EMP
A4935	Free-living	Sediment-saline	source	EMP	EMP
A4939	Free-living	Sediment-saline	source	EMP	EMP
A4948	Free-living	Sediment-saline	source	EMP	EMP
A5011	Free-living	Sediment-saline	source	EMP	EMP
A5038	Free-living	Sediment-saline	source	EMP	EMP
A5042	Free-living	Sediment-saline	source	EMP	EMP
A5067	Free-living	Sediment-saline	source	EMP	EMP
A5071	Free-living	Sediment-saline	source	EMP	EMP
A5126	Free-living	Sediment-saline	source	EMP	EMP
A5178	Free-living	Sediment-saline	source	EMP	EMP
A5197	Free-living	Sediment-saline	source	EMP	EMP
A5215	Free-living	Sediment-saline	source	EMP	EMP
A5216	Free-living	Sediment-saline	source	EMP	EMP
A5227	Free-living	Sediment-saline	source	EMP	EMP
A5228	Free-living	Sediment-saline	source	EMP	EMP
A5264	Free-living	Sediment-saline	source	EMP	EMP
A5272	Free-living	Sediment-saline	source	EMP	EMP
A5282	Free-living	Sediment-saline	source	EMP	EMP
A5308	Free-living	Sediment-saline	source	EMP	EMP
A5340	Free-living	Sediment-saline	source	EMP	EMP
A5349	Free-living	Sediment-saline	source	EMP	EMP
A5366	Free-living	Sediment-saline	source	EMP	EMP
A5371	Free-living	Sediment-saline	source	EMP	EMP
A5376	Free-living	Sediment-saline	source	EMP	EMP
A5399	Free-living	Sediment-saline	source	EMP	EMP
A5418	Free-living	Sediment-saline	source	EMP	EMP
A5439	Free-living	Sediment-saline	source	EMP	EMP
A5495	Free-living	Sediment-saline	source	EMP	EMP
A5510	Free-living	Sediment-saline	source	EMP	EMP
A5538	Free-living	Sediment-saline	source	EMP	EMP
A5554	Free-living	Sediment-saline	source	EMP	EMP
A5567	Free-living	Sediment-saline	source	EMP	EMP
A5603	Free-living	Sediment-saline	source	EMP	EMP
A5612	Free-living	Sediment-saline	source	EMP	EMP
A5625	Free-living	Sediment-saline	source	EMP	EMP
A5631	Free-living	Sediment-saline	source	EMP	EMP
A5635	Free-living	Sediment-saline	source	EMP	EMP
A5685	Free-living	Sediment-saline	source	EMP	EMP
A5703	Free-living	Sediment-saline	source	EMP	EMP
A5708	Free-living	Sediment-saline	source	EMP	EMP
A5712	Free-living	Sediment-saline	source	EMP	EMP
A5714	Free-living	Sediment-saline	source	EMP	EMP
A5717	Free-living	Sediment-saline	source	EMP	EMP
A5722	Free-living	Sediment-saline	source	EMP	EMP
A5743	Free-living	Sediment-saline	source	EMP	EMP
A5761	Free-living	Sediment-saline	source	EMP	EMP
A5783	Free-living	Sediment-saline	source	EMP	EMP
A5807	Free-living	Sediment-saline	source	EMP	EMP
A5811	Free-living	Sediment-saline	source	EMP	EMP
A5824	Free-living	Sediment-saline	source	EMP	EMP
A5843	Free-living	Sediment-saline	source	EMP	EMP
A5844	Free-living	Sediment-saline	source	EMP	EMP
A5861	Free-living	Sediment-saline	source	EMP	EMP
A5900	Free-living	Sediment-saline	source	EMP	EMP
A5904	Free-living	Sediment-saline	source	EMP	EMP
A5926	Free-living	Sediment-saline	source	EMP	EMP
A5944	Free-living	Sediment-saline	source	EMP	EMP
A5946	Free-living	Sediment-saline	source	EMP	EMP
A5955	Free-living	Sediment-saline	source	EMP	EMP
A5980	Free-living	Sediment-saline	source	EMP	EMP
A6009	Free-living	Sediment-saline	source	EMP	EMP
A6021	Free-living	Sediment-saline	source	EMP	EMP
A6032	Free-living	Sediment-saline	source	EMP	EMP
A6037	Free-living	Sediment-saline	source	EMP	EMP
A6051	Free-living	Sediment-saline	source	EMP	EMP
A6059	Free-living	Sediment-saline	source	EMP	EMP
A6068	Free-living	Sediment-saline	source	EMP	EMP
A6101	Free-living	Sediment-saline	source	EMP	EMP
A6112	Free-living	Sediment-saline	source	EMP	EMP
A6113	Free-living	Sediment-saline	source	EMP	EMP
A6129	Free-living	Sediment-saline	source	EMP	EMP
A6130	Free-living	Sediment-saline	source	EMP	EMP
A6151	Free-living	Sediment-saline	source	EMP	EMP
A6158	Free-living	Sediment-saline	source	EMP	EMP
A6177	Free-living	Sediment-saline	source	EMP	EMP
A6195	Free-living	Sediment-saline	source	EMP	EMP
A6240	Free-living	Sediment-saline	source	EMP	EMP
A6243	Free-living	Sediment-saline	source	EMP	EMP
A6265	Free-living	Sediment-saline	source	EMP	EMP
A6305	Free-living	Sediment-saline	source	EMP	EMP
A6313	Free-living	Sediment-saline	source	EMP	EMP
A6336	Free-living	Sediment-saline	source	EMP	EMP
A6348	Free-living	Sediment-saline	source	EMP	EMP
A6353	Free-living	Sediment-saline	source	EMP	EMP
A6386	Free-living	Sediment-saline	source	EMP	EMP
A6401	Free-living	Sediment-saline	source	EMP	EMP
A6405	Free-living	Sediment-saline	source	EMP	EMP
A6425	Free-living	Sediment-saline	source	EMP	EMP
A6444	Free-living	Sediment-saline	source	EMP	EMP
A6447	Free-living	Sediment-saline	source	EMP	EMP
A6508	Free-living	Sediment-saline	source	EMP	EMP
A6511	Free-living	Sediment-saline	source	EMP	EMP
A6532	Free-living	Sediment-saline	source	EMP	EMP
A6575	Free-living	Sediment-saline	source	EMP	EMP
A6599	Free-living	Sediment-saline	source	EMP	EMP
A6611	Free-living	Sediment-saline	source	EMP	EMP
A6627	Free-living	Sediment-saline	source	EMP	EMP
A6639	Free-living	Sediment-saline	source	EMP	EMP
A6649	Free-living	Sediment-saline	source	EMP	EMP
A6665	Free-living	Sediment-saline	source	EMP	EMP
A6672	Free-living	Sediment-saline	source	EMP	EMP
A6699	Free-living	Sediment-saline	source	EMP	EMP
A6784	Free-living	Sediment-saline	source	EMP	EMP
A6801	Free-living	Sediment-saline	source	EMP	EMP
A6813	Free-living	Sediment-saline	source	EMP	EMP
A6818	Free-living	Sediment-saline	source	EMP	EMP
A6825	Free-living	Sediment-saline	source	EMP	EMP
A6851	Free-living	Sediment-saline	source	EMP	EMP
A6853	Free-living	Sediment-saline	source	EMP	EMP
A6913	Free-living	Sediment-saline	source	EMP	EMP
A6921	Free-living	Sediment-saline	source	EMP	EMP
A6947	Free-living	Sediment-saline	source	EMP	EMP
A6952	Free-living	Sediment-saline	source	EMP	EMP
A6976	Free-living	Sediment-saline	source	EMP	EMP
A6981	Free-living	Sediment-saline	source	EMP	EMP
A7015	Free-living	Sediment-saline	source	EMP	EMP
A7030	Free-living	Sediment-saline	source	EMP	EMP
A7054	Free-living	Sediment-saline	source	EMP	EMP
A7065	Free-living	Sediment-saline	source	EMP	EMP
A7082	Free-living	Sediment-saline	source	EMP	EMP
A7095	Free-living	Sediment-saline	source	EMP	EMP
A7104	Free-living	Sediment-saline	source	EMP	EMP
A7107	Free-living	Sediment-saline	source	EMP	EMP
A7121	Free-living	Sediment-saline	source	EMP	EMP
A7150	Free-living	Sediment-saline	source	EMP	EMP
A7184	Free-living	Sediment-saline	source	EMP	EMP
A7203	Free-living	Sediment-saline	source	EMP	EMP
A7230	Free-living	Sediment-saline	source	EMP	EMP
A7232	Free-living	Sediment-saline	source	EMP	EMP
A7242	Free-living	Sediment-saline	source	EMP	EMP
A7251	Free-living	Sediment-saline	source	EMP	EMP
A7272	Free-living	Sediment-saline	source	EMP	EMP
A7281	Free-living	Sediment-saline	source	EMP	EMP
A7302	Free-living	Sediment-saline	source	EMP	EMP
A7311	Free-living	Sediment-saline	source	EMP	EMP
A7336	Free-living	Sediment-saline	source	EMP	EMP
A7343	Free-living	Sediment-saline	source	EMP	EMP
A7377	Free-living	Sediment-saline	source	EMP	EMP
A7437	Free-living	Sediment-saline	source	EMP	EMP
A7479	Free-living	Sediment-saline	source	EMP	EMP
A7517	Free-living	Sediment-saline	source	EMP	EMP
A7523	Free-living	Sediment-saline	source	EMP	EMP
A7527	Free-living	Sediment-saline	source	EMP	EMP
A7531	Free-living	Sediment-saline	source	EMP	EMP
A7539	Free-living	Sediment-saline	source	EMP	EMP
A7543	Free-living	Sediment-saline	source	EMP	EMP
A7554	Free-living	Sediment-saline	source	EMP	EMP
A7604	Free-living	Sediment-saline	source	EMP	EMP
A7638	Free-living	Sediment-saline	source	EMP	EMP
A7712	Free-living	Sediment-saline	source	EMP	EMP
A7716	Free-living	Sediment-saline	source	EMP	EMP
A7719	Free-living	Sediment-saline	source	EMP	EMP
