#OTU-ID	Description	Env	SourceSink	Study	Details
A3007	Free-living	Water-saline	source	EMP	EMP
A3015	Free-living	Water-saline	source	EMP	EMP
A3031	Free-living	Water-saline	source	EMP	EMP
A3037	Free-living	Water-saline	source	EMP	EMP
A3056	Free-living	Water-saline	source	EMP	EMP
A3063	Free-living	Water-saline	source	EMP	EMP
A3076	Free-living	Water-saline	source	EMP	EMP
A3081	Free-living	Water-saline	source	EMP	EMP
A3099	Free-living	Water-saline	source	EMP	EMP
A3113	Free-living	Water-saline	source	EMP	EMP
A3123	Free-living	Water-saline	source	EMP	EMP
A3129	Free-living	Water-saline	source	EMP	EMP
A3159	Free-living	Water-saline	source	EMP	EMP
A3167	Free-living	Water-saline	source	EMP	EMP
A3175	Free-living	Water-saline	source	EMP	EMP
A3184	Free-living	Water-saline	source	EMP	EMP
A3190	Free-living	Water-saline	source	EMP	EMP
A3216	Free-living	Water-saline	source	EMP	EMP
A3244	Free-living	Water-saline	source	EMP	EMP
A3257	Free-living	Water-saline	source	EMP	EMP
A3270	Free-living	Water-saline	source	EMP	EMP
A3275	Free-living	Water-saline	source	EMP	EMP
A3285	Free-living	Water-saline	source	EMP	EMP
A3309	Free-living	Water-saline	source	EMP	EMP
A3316	Free-living	Water-saline	source	EMP	EMP
A3334	Free-living	Water-saline	source	EMP	EMP
A3336	Free-living	Water-saline	source	EMP	EMP
A3345	Free-living	Water-saline	source	EMP	EMP
A3355	Free-living	Water-saline	source	EMP	EMP
A3385	Free-living	Water-saline	source	EMP	EMP
A3395	Free-living	Water-saline	source	EMP	EMP
A3428	Free-living	Water-saline	source	EMP	EMP
A3454	Free-living	Water-saline	source	EMP	EMP
A3470	Free-living	Water-saline	source	EMP	EMP
A3471	Free-living	Water-saline	source	EMP	EMP
A3473	Free-living	Water-saline	source	EMP	EMP
A3482	Free-living	Water-saline	source	EMP	EMP
A3511	Free-living	Water-saline	source	EMP	EMP
A3520	Free-living	Water-saline	source	EMP	EMP
A3533	Free-living	Water-saline	source	EMP	EMP
A3539	Free-living	Water-saline	source	EMP	EMP
A3548	Free-living	Water-saline	source	EMP	EMP
A3580	Free-living	Water-saline	source	EMP	EMP
A3602	Free-living	Water-saline	source	EMP	EMP
A3673	Free-living	Water-saline	source	EMP	EMP
A3681	Free-living	Water-saline	source	EMP	EMP
A3682	Free-living	Water-saline	source	EMP	EMP
A3684	Free-living	Water-saline	source	EMP	EMP
A3743	Free-living	Water-saline	source	EMP	EMP
A3745	Free-living	Water-saline	source	EMP	EMP
A3750	Free-living	Water-saline	source	EMP	EMP
A3801	Free-living	Water-saline	source	EMP	EMP
A3810	Free-living	Water-saline	source	EMP	EMP
A3819	Free-living	Water-saline	source	EMP	EMP
A3828	Free-living	Water-saline	source	EMP	EMP
A3835	Free-living	Water-saline	source	EMP	EMP
A3843	Free-living	Water-saline	source	EMP	EMP
A3844	Free-living	Water-saline	source	EMP	EMP
A3859	Free-living	Water-saline	source	EMP	EMP
A3871	Free-living	Water-saline	source	EMP	EMP
A3876	Free-living	Water-saline	source	EMP	EMP
A3931	Free-living	Water-saline	source	EMP	EMP
A3991	Free-living	Water-saline	source	EMP	EMP
A4001	Free-living	Water-saline	source	EMP	EMP
A4061	Free-living	Water-saline	source	EMP	EMP
A4079	Free-living	Water-saline	source	EMP	EMP
A4089	Free-living	Water-saline	source	EMP	EMP
A4093	Free-living	Water-saline	source	EMP	EMP
A4096	Free-living	Water-saline	source	EMP	EMP
A4107	Free-living	Water-saline	source	EMP	EMP
A4126	Free-living	Water-saline	source	EMP	EMP
A4139	Free-living	Water-saline	source	EMP	EMP
A4158	Free-living	Water-saline	source	EMP	EMP
A4188	Free-living	Water-saline	source	EMP	EMP
A4207	Free-living	Water-saline	source	EMP	EMP
A4214	Free-living	Water-saline	source	EMP	EMP
A4219	Free-living	Water-saline	source	EMP	EMP
A4245	Free-living	Water-saline	source	EMP	EMP
A4299	Free-living	Water-saline	source	EMP	EMP
A4302	Free-living	Water-saline	source	EMP	EMP
A4313	Free-living	Water-saline	source	EMP	EMP
A4322	Free-living	Water-saline	source	EMP	EMP
A4323	Free-living	Water-saline	source	EMP	EMP
A4338	Free-living	Water-saline	source	EMP	EMP
A4349	Free-living	Water-saline	source	EMP	EMP
A4353	Free-living	Water-saline	source	EMP	EMP
A4362	Free-living	Water-saline	source	EMP	EMP
A4366	Free-living	Water-saline	source	EMP	EMP
A4367	Free-living	Water-saline	source	EMP	EMP
A4371	Free-living	Water-saline	source	EMP	EMP
A4375	Free-living	Water-saline	source	EMP	EMP
A4384	Free-living	Water-saline	source	EMP	EMP
A4389	Free-living	Water-saline	source	EMP	EMP
A4390	Free-living	Water-saline	source	EMP	EMP
A4454	Free-living	Water-saline	source	EMP	EMP
A4459	Free-living	Water-saline	source	EMP	EMP
A4460	Free-living	Water-saline	source	EMP	EMP
A4503	Free-living	Water-saline	source	EMP	EMP
A4549	Free-living	Water-saline	source	EMP	EMP
A4574	Free-living	Water-saline	source	EMP	EMP
A4580	Free-living	Water-saline	source	EMP	EMP
A4594	Free-living	Water-saline	source	EMP	EMP
A4597	Free-living	Water-saline	source	EMP	EMP
A4631	Free-living	Water-saline	source	EMP	EMP
A4678	Free-living	Water-saline	source	EMP	EMP
A4693	Free-living	Water-saline	source	EMP	EMP
A4701	Free-living	Water-saline	source	EMP	EMP
A4703	Free-living	Water-saline	source	EMP	EMP
A4706	Free-living	Water-saline	source	EMP	EMP
A4718	Free-living	Water-saline	source	EMP	EMP
A4725	Free-living	Water-saline	source	EMP	EMP
A4740	Free-living	Water-saline	source	EMP	EMP
A4747	Free-living	Water-saline	source	EMP	EMP
A4750	Free-living	Water-saline	source	EMP	EMP
A4763	Free-living	Water-saline	source	EMP	EMP
A4777	Free-living	Water-saline	source	EMP	EMP
A4791	Free-living	Water-saline	source	EMP	EMP
A4807	Free-living	Water-saline	source	EMP	EMP
A4831	Free-living	Water-saline	source	EMP	EMP
A4842	Free-living	Water-saline	source	EMP	EMP
A4862	Free-living	Water-saline	source	EMP	EMP
A4873	Free-living	Water-saline	source	EMP	EMP
A4889	Free-living	Water-saline	source	EMP	EMP
A4891	Free-living	Water-saline	source	EMP	EMP
A4909	Free-living	Water-saline	source	EMP	EMP
A4943	Free-living	Water-saline	source	EMP	EMP
A4944	Free-living	Water-saline	source	EMP	EMP
A4958	Free-living	Water-saline	source	EMP	EMP
A4966	Free-living	Water-saline	source	EMP	EMP
A4972	Free-living	Water-saline	source	EMP	EMP
A4990	Free-living	Water-saline	source	EMP	EMP
A5027	Free-living	Water-saline	source	EMP	EMP
A5047	Free-living	Water-saline	source	EMP	EMP
A5058	Free-living	Water-saline	source	EMP	EMP
A5089	Free-living	Water-saline	source	EMP	EMP
A5093	Free-living	Water-saline	source	EMP	EMP
A5101	Free-living	Water-saline	source	EMP	EMP
A5105	Free-living	Water-saline	source	EMP	EMP
A5110	Free-living	Water-saline	source	EMP	EMP
A5113	Free-living	Water-saline	source	EMP	EMP
A5119	Free-living	Water-saline	source	EMP	EMP
A5139	Free-living	Water-saline	source	EMP	EMP
A5148	Free-living	Water-saline	source	EMP	EMP
A5152	Free-living	Water-saline	source	EMP	EMP
A5157	Free-living	Water-saline	source	EMP	EMP
A5167	Free-living	Water-saline	source	EMP	EMP
A5176	Free-living	Water-saline	source	EMP	EMP
A5190	Free-living	Water-saline	source	EMP	EMP
A5193	Free-living	Water-saline	source	EMP	EMP
A5205	Free-living	Water-saline	source	EMP	EMP
A5212	Free-living	Water-saline	source	EMP	EMP
A5214	Free-living	Water-saline	source	EMP	EMP
A5253	Free-living	Water-saline	source	EMP	EMP
A5268	Free-living	Water-saline	source	EMP	EMP
A5269	Free-living	Water-saline	source	EMP	EMP
A5310	Free-living	Water-saline	source	EMP	EMP
A5311	Free-living	Water-saline	source	EMP	EMP
A5325	Free-living	Water-saline	source	EMP	EMP
A5329	Free-living	Water-saline	source	EMP	EMP
A5339	Free-living	Water-saline	source	EMP	EMP
A5346	Free-living	Water-saline	source	EMP	EMP
A5368	Free-living	Water-saline	source	EMP	EMP
A5369	Free-living	Water-saline	source	EMP	EMP
A5370	Free-living	Water-saline	source	EMP	EMP
A5407	Free-living	Water-saline	source	EMP	EMP
A5443	Free-living	Water-saline	source	EMP	EMP
A5455	Free-living	Water-saline	source	EMP	EMP
A5504	Free-living	Water-saline	source	EMP	EMP
A5508	Free-living	Water-saline	source	EMP	EMP
A5533	Free-living	Water-saline	source	EMP	EMP
A5534	Free-living	Water-saline	source	EMP	EMP
A5575	Free-living	Water-saline	source	EMP	EMP
A5589	Free-living	Water-saline	source	EMP	EMP
A5592	Free-living	Water-saline	source	EMP	EMP
A5599	Free-living	Water-saline	source	EMP	EMP
A5616	Free-living	Water-saline	source	EMP	EMP
A5617	Free-living	Water-saline	source	EMP	EMP
A5619	Free-living	Water-saline	source	EMP	EMP
A5639	Free-living	Water-saline	source	EMP	EMP
A5641	Free-living	Water-saline	source	EMP	EMP
A5650	Free-living	Water-saline	source	EMP	EMP
A5654	Free-living	Water-saline	source	EMP	EMP
A5666	Free-living	Water-saline	source	EMP	EMP
A5667	Free-living	Water-saline	source	EMP	EMP
A5674	Free-living	Water-saline	source	EMP	EMP
A5675	Free-living	Water-saline	source	EMP	EMP
A5677	Free-living	Water-saline	source	EMP	EMP
A5686	Free-living	Water-saline	source	EMP	EMP
A5694	Free-living	Water-saline	source	EMP	EMP
A5702	Free-living	Water-saline	source	EMP	EMP
A5721	Free-living	Water-saline	source	EMP	EMP
A5732	Free-living	Water-saline	source	EMP	EMP
A5733	Free-living	Water-saline	source	EMP	EMP
A5757	Free-living	Water-saline	source	EMP	EMP
A5766	Free-living	Water-saline	source	EMP	EMP
A5773	Free-living	Water-saline	source	EMP	EMP
A5818	Free-living	Water-saline	source	EMP	EMP
A5829	Free-living	Water-saline	source	EMP	EMP
A5833	Free-living	Water-saline	source	EMP	EMP
A5836	Free-living	Water-saline	source	EMP	EMP
A5856	Free-living	Water-saline	source	EMP	EMP
A5882	Free-living	Water-saline	source	EMP	EMP
A5905	Free-living	Water-saline	source	EMP	EMP
A5913	Free-living	Water-saline	source	EMP	EMP
A5938	Free-living	Water-saline	source	EMP	EMP
A5949	Free-living	Water-saline	source	EMP	EMP
A5976	Free-living	Water-saline	source	EMP	EMP
A5982	Free-living	Water-saline	source	EMP	EMP
A6005	Free-living	Water-saline	source	EMP	EMP
A6016	Free-living	Water-saline	source	EMP	EMP
A6019	Free-living	Water-saline	source	EMP	EMP
A6065	Free-living	Water-saline	source	EMP	EMP
A6069	Free-living	Water-saline	source	EMP	EMP
A6095	Free-living	Water-saline	source	EMP	EMP
A6108	Free-living	Water-saline	source	EMP	EMP
A6117	Free-living	Water-saline	source	EMP	EMP
A6126	Free-living	Water-saline	source	EMP	EMP
A6135	Free-living	Water-saline	source	EMP	EMP
A6176	Free-living	Water-saline	source	EMP	EMP
A6178	Free-living	Water-saline	source	EMP	EMP
A6212	Free-living	Water-saline	source	EMP	EMP
A6226	Free-living	Water-saline	source	EMP	EMP
A6283	Free-living	Water-saline	source	EMP	EMP
A6284	Free-living	Water-saline	source	EMP	EMP
A6289	Free-living	Water-saline	source	EMP	EMP
A6293	Free-living	Water-saline	source	EMP	EMP
A6332	Free-living	Water-saline	source	EMP	EMP
A6344	Free-living	Water-saline	source	EMP	EMP
A6364	Free-living	Water-saline	source	EMP	EMP
A6370	Free-living	Water-saline	source	EMP	EMP
A6396	Free-living	Water-saline	source	EMP	EMP
A6423	Free-living	Water-saline	source	EMP	EMP
A6439	Free-living	Water-saline	source	EMP	EMP
A6453	Free-living	Water-saline	source	EMP	EMP
A6458	Free-living	Water-saline	source	EMP	EMP
A6461	Free-living	Water-saline	source	EMP	EMP
A6471	Free-living	Water-saline	source	EMP	EMP
A6482	Free-living	Water-saline	source	EMP	EMP
A6491	Free-living	Water-saline	source	EMP	EMP
A6493	Free-living	Water-saline	source	EMP	EMP
A6528	Free-living	Water-saline	source	EMP	EMP
A6534	Free-living	Water-saline	source	EMP	EMP
A6554	Free-living	Water-saline	source	EMP	EMP
A6574	Free-living	Water-saline	source	EMP	EMP
A6589	Free-living	Water-saline	source	EMP	EMP
A6601	Free-living	Water-saline	source	EMP	EMP
A6624	Free-living	Water-saline	source	EMP	EMP
A6635	Free-living	Water-saline	source	EMP	EMP
A6637	Free-living	Water-saline	source	EMP	EMP
A6638	Free-living	Water-saline	source	EMP	EMP
A6663	Free-living	Water-saline	source	EMP	EMP
A6674	Free-living	Water-saline	source	EMP	EMP
A6700	Free-living	Water-saline	source	EMP	EMP
A6718	Free-living	Water-saline	source	EMP	EMP
A6722	Free-living	Water-saline	source	EMP	EMP
A6726	Free-living	Water-saline	source	EMP	EMP
A6732	Free-living	Water-saline	source	EMP	EMP
A6735	Free-living	Water-saline	source	EMP	EMP
A6752	Free-living	Water-saline	source	EMP	EMP
A6772	Free-living	Water-saline	source	EMP	EMP
A6787	Free-living	Water-saline	source	EMP	EMP
A6788	Free-living	Water-saline	source	EMP	EMP
A6805	Free-living	Water-saline	source	EMP	EMP
A6827	Free-living	Water-saline	source	EMP	EMP
A6846	Free-living	Water-saline	source	EMP	EMP
A6864	Free-living	Water-saline	source	EMP	EMP
A6893	Free-living	Water-saline	source	EMP	EMP
A6902	Free-living	Water-saline	source	EMP	EMP
A6907	Free-living	Water-saline	source	EMP	EMP
A6936	Free-living	Water-saline	source	EMP	EMP
A6946	Free-living	Water-saline	source	EMP	EMP
A6957	Free-living	Water-saline	source	EMP	EMP
A6962	Free-living	Water-saline	source	EMP	EMP
A6992	Free-living	Water-saline	source	EMP	EMP
A7012	Free-living	Water-saline	source	EMP	EMP
A7014	Free-living	Water-saline	source	EMP	EMP
A7035	Free-living	Water-saline	source	EMP	EMP
A7039	Free-living	Water-saline	source	EMP	EMP
A7043	Free-living	Water-saline	source	EMP	EMP
A7047	Free-living	Water-saline	source	EMP	EMP
A7049	Free-living	Water-saline	source	EMP	EMP
A7078	Free-living	Water-saline	source	EMP	EMP
A7131	Free-living	Water-saline	source	EMP	EMP
A7154	Free-living	Water-saline	source	EMP	EMP
A7171	Free-living	Water-saline	source	EMP	EMP
A7217	Free-living	Water-saline	source	EMP	EMP
A7218	Free-living	Water-saline	source	EMP	EMP
A7225	Free-living	Water-saline	source	EMP	EMP
A7235	Free-living	Water-saline	source	EMP	EMP
A7237	Free-living	Water-saline	source	EMP	EMP
A7254	Free-living	Water-saline	source	EMP	EMP
A7259	Free-living	Water-saline	source	EMP	EMP
A7279	Free-living	Water-saline	source	EMP	EMP
A7280	Free-living	Water-saline	source	EMP	EMP
A7308	Free-living	Water-saline	source	EMP	EMP
A7319	Free-living	Water-saline	source	EMP	EMP
A7326	Free-living	Water-saline	source	EMP	EMP
A7329	Free-living	Water-saline	source	EMP	EMP
A7369	Free-living	Water-saline	source	EMP	EMP
A7373	Free-living	Water-saline	source	EMP	EMP
A7378	Free-living	Water-saline	source	EMP	EMP
A7391	Free-living	Water-saline	source	EMP	EMP
A7419	Free-living	Water-saline	source	EMP	EMP
A7434	Free-living	Water-saline	source	EMP	EMP
A7450	Free-living	Water-saline	source	EMP	EMP
A7488	Free-living	Water-saline	source	EMP	EMP
A7504	Free-living	Water-saline	source	EMP	EMP
A7515	Free-living	Water-saline	source	EMP	EMP
A7559	Free-living	Water-saline	source	EMP	EMP
A7567	Free-living	Water-saline	source	EMP	EMP
A7588	Free-living	Water-saline	source	EMP	EMP
A7613	Free-living	Water-saline	source	EMP	EMP
A7619	Free-living	Water-saline	source	EMP	EMP
A7634	Free-living	Water-saline	source	EMP	EMP
A7657	Free-living	Water-saline	source	EMP	EMP
A7672	Free-living	Water-saline	source	EMP	EMP
A7674	Free-living	Water-saline	source	EMP	EMP
A7689	Free-living	Water-saline	source	EMP	EMP
A7690	Free-living	Water-saline	source	EMP	EMP
A7748	Free-living	Water-saline	source	EMP	EMP
A7781	Free-living	Water-saline	source	EMP	EMP
A7790	Free-living	Water-saline	source	EMP	EMP
A7792	Free-living	Water-saline	source	EMP	EMP
A7817	Free-living	Water-saline	source	EMP	EMP
A7818	Free-living	Water-saline	source	EMP	EMP
A7825	Free-living	Water-saline	source	EMP	EMP
A7871	Free-living	Water-saline	source	EMP	EMP
A7884	Free-living	Water-saline	source	EMP	EMP
A7886	Free-living	Water-saline	source	EMP	EMP
A7887	Free-living	Water-saline	source	EMP	EMP
A7900	Free-living	Water-saline	source	EMP	EMP
A7921	Free-living	Water-saline	source	EMP	EMP
A7930	Free-living	Water-saline	source	EMP	EMP
A7934	Free-living	Water-saline	source	EMP	EMP
A7940	Free-living	Water-saline	source	EMP	EMP
A7945	Free-living	Water-saline	source	EMP	EMP
A7951	Free-living	Water-saline	source	EMP	EMP
A7964	Free-living	Water-saline	source	EMP	EMP
A7976	Free-living	Water-saline	source	EMP	EMP
A7997	Free-living	Water-saline	source	EMP	EMP
A8037	Free-living	Water-saline	source	EMP	EMP
A8038	Free-living	Water-saline	source	EMP	EMP
A8045	Free-living	Water-saline	source	EMP	EMP
A8047	Free-living	Water-saline	source	EMP	EMP
A8081	Free-living	Water-saline	source	EMP	EMP
A8089	Free-living	Water-saline	source	EMP	EMP
A8092	Free-living	Water-saline	source	EMP	EMP
A8121	Free-living	Water-saline	source	EMP	EMP
A8126	Free-living	Water-saline	source	EMP	EMP
A8134	Free-living	Water-saline	source	EMP	EMP
A8167	Free-living	Water-saline	source	EMP	EMP
A8174	Free-living	Water-saline	source	EMP	EMP
A8204	Free-living	Water-saline	source	EMP	EMP
A8235	Free-living	Water-saline	source	EMP	EMP
A8239	Free-living	Water-saline	source	EMP	EMP
A8242	Free-living	Water-saline	source	EMP	EMP
A8245	Free-living	Water-saline	source	EMP	EMP
A8262	Free-living	Water-saline	source	EMP	EMP
A8272	Free-living	Water-saline	source	EMP	EMP
A8287	Free-living	Water-saline	source	EMP	EMP
A8323	Free-living	Water-saline	source	EMP	EMP
A8331	Free-living	Water-saline	source	EMP	EMP
A8356	Free-living	Water-saline	source	EMP	EMP
A8365	Free-living	Water-saline	source	EMP	EMP
A8371	Free-living	Water-saline	source	EMP	EMP
A8375	Free-living	Water-saline	source	EMP	EMP
A8388	Free-living	Water-saline	source	EMP	EMP
A8397	Free-living	Water-saline	source	EMP	EMP
A8403	Free-living	Water-saline	source	EMP	EMP
A8451	Free-living	Water-saline	source	EMP	EMP
A8456	Free-living	Water-saline	source	EMP	EMP
A8459	Free-living	Water-saline	source	EMP	EMP
A8483	Free-living	Water-saline	source	EMP	EMP
A8488	Free-living	Water-saline	source	EMP	EMP
A8495	Free-living	Water-saline	source	EMP	EMP
A8496	Free-living	Water-saline	source	EMP	EMP
A8509	Free-living	Water-saline	source	EMP	EMP
A8536	Free-living	Water-saline	source	EMP	EMP
A8543	Free-living	Water-saline	source	EMP	EMP
A8580	Free-living	Water-saline	source	EMP	EMP
A8628	Free-living	Water-saline	source	EMP	EMP
A8643	Free-living	Water-saline	source	EMP	EMP
A8654	Free-living	Water-saline	source	EMP	EMP
A8670	Free-living	Water-saline	source	EMP	EMP
A8682	Free-living	Water-saline	source	EMP	EMP
A8690	Free-living	Water-saline	source	EMP	EMP
A8696	Free-living	Water-saline	source	EMP	EMP
A8717	Free-living	Water-saline	source	EMP	EMP
A8725	Free-living	Water-saline	source	EMP	EMP
A8750	Free-living	Water-saline	source	EMP	EMP
A8752	Free-living	Water-saline	source	EMP	EMP
A8772	Free-living	Water-saline	source	EMP	EMP
A8829	Free-living	Water-saline	source	EMP	EMP
A8834	Free-living	Water-saline	source	EMP	EMP
A8836	Free-living	Water-saline	source	EMP	EMP
A8839	Free-living	Water-saline	source	EMP	EMP
A8846	Free-living	Water-saline	source	EMP	EMP
A8859	Free-living	Water-saline	source	EMP	EMP
A8868	Free-living	Water-saline	source	EMP	EMP
A8880	Free-living	Water-saline	source	EMP	EMP
A8881	Free-living	Water-saline	source	EMP	EMP
A8901	Free-living	Water-saline	source	EMP	EMP
A8906	Free-living	Water-saline	source	EMP	EMP
A8919	Free-living	Water-saline	source	EMP	EMP
A8944	Free-living	Water-saline	source	EMP	EMP
A8952	Free-living	Water-saline	source	EMP	EMP
A8966	Free-living	Water-saline	source	EMP	EMP
A8983	Free-living	Water-saline	source	EMP	EMP
A9001	Free-living	Water-saline	source	EMP	EMP
A9012	Free-living	Water-saline	source	EMP	EMP
A9015	Free-living	Water-saline	source	EMP	EMP
A9030	Free-living	Water-saline	source	EMP	EMP
A9033	Free-living	Water-saline	source	EMP	EMP
A9038	Free-living	Water-saline	source	EMP	EMP
A9067	Free-living	Water-saline	source	EMP	EMP
A9076	Free-living	Water-saline	source	EMP	EMP
