"","2382.SH008.C6.HA.2.733.root.9.12.lane7.NoIndex.L007.sequences","2382.SH005.C3.RH.5.59.root.6.11.lane1.NoIndex.L001.sequences","1642.MS00608","2382.RU006.C181.RH.1.777.rhizo.9.12.lane7.NoIndex.L007.sequences","1642.MS00577","2382.GM.181.R4.root.10.12.lane7.NoIndex.L007.sequences","2382.GM.181.R2.rhizo.10.12.lane7.NoIndex.L007.sequences","1642.MS00440","2382.RU006.C181.RH.1.578.root.4.12.lane7.NoIndex.L007.sequences","1642.MS00366","1642.MS00526","1024.MU002.C3.HA.2.66.rhizo.6.11.G1.L00","2382.RU006.C181.RH.2.582.rhizo.4.12.lane7.NoIndex.L007.sequences","1642.MS00445","2382.RU006.C181.RH.2.782.rhizo.9.12.lane7.NoIndex.L007.sequences","2382.SH004.C1.RH.1.203.root.9.11.lane1.NoIndex.L001.sequences","1642.MS00332","1642.MS00605","2382.SH008.C6.HA.4.542.rhizo.4.12.lane7.NoIndex.L007.sequences","1642.MS00488","2382.GM.181.R2.root.10.12.lane7.NoIndex.L007.sequences","1642.MS00618","2382.SH007.C6.RH.2.708.root.9.12.lane7.NoIndex.L007.sequences","1642.MS00524","1642.MS00622","1642.MS00421","2382.SH004.C1.RH.1.602.rhizo.9.12.lane7.NoIndex.L007.sequences","1642.MS00625","1642.MS00574","1642.MS00341","2382.DPOO1.C1.HA.1.23.r1.root.6.11.lane7.NoIndex.L007.sequences","2382.MU002.C3.HA.2.683.root.9.12.lane7.NoIndex.L007.sequences","1642.MS00499","2382.RU006.C181.RH.3.588.root.4.12.lane7.NoIndex.L007.sequences","1642.MS00494","1642.MS00377","1642.MS00615","2382.SH004.C1.RH.5.422.rhizo.4.12.lane7.NoIndex.L007.sequences","1642.MS00598","2382.HE003.C181.HA.3.763.root.9.12.lane7.NoIndex.L007.sequences"
"2382.DPOO1.C1.HA.1.23.r1.root.6.11.lane7.NoIndex.L007.sequences",-6.4080731148692,-5.62656427582879,0.873175364077709,-5.72451675746123,-0.840407954814607,-5.96800944851184,-3.81234916215261,-0.888971746097392,-5.25883615840307,-1.80410179799979,0.123558942173121,-6.66926719922168,-4.46428903425518,0.142002885184188,-3.30250188272242,-5.5112542510162,-2.11512448666484,1.07526650062054,-4.57198620361238,2.04067480782458,-6.14697158276267,1.29238379265324,-5.39896446128165,1.28055312756156,-0.0447499094520279,-1.61196008058837,-5.72525608054377,0.392075019473152,-0.5912064509168,-2.22683304844557,NA,-6.00654621598801,-0.365057269690395,-6.44894135638918,0.124541210551974,-0.949816307010291,1.18572606495678,-6.26008336291697,0.187478593310987,-5.62682399804366
"2382.MU002.C3.HA.2.683.root.9.12.lane7.NoIndex.L007.sequences",-5.8115200949071,-6.42861154420514,3.23977769457673,-5.45942632588415,0.122540662240355,-5.64108790895288,-4.45817384536128,-0.107390256721994,-5.30330480137066,-1.43860759554661,1.74938151938612,-5.42445471223882,-5.77203732503211,1.89757671237868,-3.47368042142257,-5.96680922638361,-1.76712920795129,3.10177904808018,-5.49411840103426,4.11999429485572,-5.8724582002791,3.86913142233994,-6.41490474290305,2.91387403729258,1.90824230037626,-0.659631336054017,-4.31934729881074,2.67400242656448,1.12857175315474,-1.35301293206556,-6.00654621598801,NA,0.932635474065501,-5.70598582522796,1.50360243987681,-0.313486442710953,3.10695258973476,-5.37672077588967,1.74537921486657,-4.9158596975696
"1642.MS00499",0.722252376131454,0.111958816148388,-2.77925950736663,5.45901374880552,-4.65818681272857,0.712967350666117,3.69690596802284,-4.62143409032348,0.97965821962584,-3.98037998322604,-5.58401857977536,6.15426752411941,5.45470402261486,-4.54369916537917,9.13374826901286,2.42685780309474,-3.38705340884213,-3.27991668979397,3.30913451348103,-3.39783067685157,0.288682342470573,-1.7692703989611,0.399506045742628,-3.40405391227248,-2.63230927815475,-4.89924792481646,6.77083992136013,-5.62932274484916,-4.75920138649921,-2.80338242603124,-0.365057269690395,0.932635474065501,NA,0.5358156217515,-4.32532302357025,-3.38079183620183,-2.43659424249211,3.66432033987032,-2.96721077584786,-0.132980745284832
"2382.RU006.C181.RH.3.588.root.4.12.lane7.NoIndex.L007.sequences",-5.8173694693635,-6.32644035227,2.61312235349453,-5.99325968548635,0.668179118637605,-6.86264221489184,-5.65266415845247,0.0390933472110283,-7.48198185991926,-2.33757200602213,1.00175409265712,-7.09615851326294,-5.72958445374078,0.827307955432939,-5.17737864410136,-6.32325021090145,-1.80584976037638,3.21582501354209,-6.29018578957946,3.25283937089236,-5.18199615847126,3.33639912296629,-6.67552700961835,2.78202763996513,1.56540966657833,-0.819000345575068,-6.59100633837618,2.23649838284254,1.41034927648204,-2.30002733737573,-6.44894135638918,-5.70598582522796,0.5358156217515,NA,1.0442560635432,-0.442858481517303,2.43523565950321,-6.35193615346357,1.12063026918234,-6.86597954860107
"1642.MS00494",1.26594591778694,0.356619566466777,-2.18617213769483,4.86856624479516,-2.97539821523177,2.18160197964051,3.51637929765361,-4.04420725640539,1.3768592402157,-1.72675457733307,-3.67033758539918,5.25035596996414,4.98400306350368,-1.34509026436774,8.75863866557405,2.65699676411845,-1.36573521993186,-2.39430455285957,3.62849195631303,-1.84571699050255,0.696684752283949,-1.64395265065289,0.660294600951672,-2.80282879113999,-2.62766941235944,-3.92645694294948,5.63752524906925,-3.7016088736792,-2.3269503997128,0.0762394573122191,0.124541210551974,1.50360243987681,-4.32532302357025,1.0442560635432,NA,-1.3461285465255,-1.86904372225399,4.38285684842772,-2.24668483311938,0.0863026574548311
"1642.MS00377",-0.655559864022661,-0.905884841795119,-2.69693021546714,2.65155922569152,-3.47548269747592,-1.04333093233418,1.105531906762,-3.57370117244595,-0.638135232447374,-5.1603206174332,-2.43921121490332,2.22730005019858,1.52951933869999,-3.46757308610362,3.48974720025033,0.308598269988433,-5.88531209712862,-3.04892315757645,1.31778509200335,-2.50599658681452,-0.615875494726781,-1.34187887262545,-0.255611501820552,-1.49390343517257,-1.82871607373343,-4.01302683250951,2.99524124070282,-1.84103427826822,-2.94247163331921,-6.01118522606524,-0.949816307010291,-0.313486442710953,-3.38079183620183,-0.442858481517303,-1.3461285465255,NA,-2.22949957046543,1.57565988849443,-2.20202189241683,-0.445401447990765
"1642.MS00615",3.05110023464896,1.47753549312783,-3.08821684295192,8.05408396442946,-2.65912439731847,3.34224541972773,6.90457325246088,-1.88628681244725,2.6477969054789,-2.53100576435409,-2.84150123193776,10.2485830207304,9.42981172171532,-2.76842558240782,11.5069343231086,5.34965157049674,-1.33386746986396,-3.33066506060926,8.23477474093606,-1.90359230785003,2.31152441414069,-1.42385850300286,1.57402557754986,-1.65404799659342,-2.32046602033687,-3.42266123423435,9.85580295353599,-2.83153496831473,-1.94080585844394,-2.30807175894996,1.18572606495678,3.10695258973476,-2.43659424249211,2.43523565950321,-1.86904372225399,-2.22949957046543,NA,8.50308046923262,-3.70582203926483,0.598125868937881
"2382.SH004.C1.RH.5.422.rhizo.4.12.lane7.NoIndex.L007.sequences",-6.34103924913056,-3.07579258603193,6.7061814307428,-8.83744182276321,1.79100195941523,-4.6566708985383,-7.69164428298345,2.2822255894597,-5.74244095150168,-0.763807214048665,4.3573173757156,-8.03888391050841,-9.38261134073299,5.26468632710724,-5.69026181685901,-3.89654544355248,-0.274653235510113,6.86146135939596,-8.18957227055599,6.40735270011968,-5.48760312899025,8.21713321616429,-7.80055256562694,7.05400743513045,6.89712937363907,0.574718937344574,-6.52711830211572,5.75868758993303,4.31479935799414,0.148874551343653,-6.26008336291697,-5.37672077588967,3.66432033987032,-6.35193615346357,4.38285684842772,1.57565988849443,8.50308046923262,NA,4.21865891301802,-6.61587725335848
"1642.MS00598",1.14616490607134,0.491099135544308,-5.02060332972908,5.02696311550803,-3.40896487931626,1.43269793831432,3.15856189159117,-2.88048930526811,1.30845342214423,-2.84445478607389,-2.69066815585114,5.0401003668899,5.01226159546652,-2.72382989144239,6.63346442106477,2.88620228845891,-2.20825528462352,-4.74228600804028,4.15333825351953,-2.72589079381474,1.3861487365161,-2.07239888837989,0.837750801940512,-2.28174556764478,-2.12508010028252,-3.40018121285622,5.83113879738192,-2.59273291782297,-2.72819931839076,-2.67204064130107,0.187478593310987,1.74537921486657,-2.96721077584786,1.12063026918234,-2.24668483311938,-2.20202189241683,-3.70582203926483,4.21865891301802,NA,0.342463312144919
"2382.HE003.C181.HA.3.763.root.9.12.lane7.NoIndex.L007.sequences",-5.24893896314896,-6.66874441585053,0.733524884723758,-5.79559462116903,-0.319519105788318,-6.3907281302187,-2.81046901072465,-0.549096855588425,-5.6213585163839,-1.43177496688325,0.172771315196682,-6.32653628958221,-2.5286341707147,0.129504337849992,-2.13059167684581,-6.045460338046,-1.63888931166261,0.918315252166632,-2.90211775942553,1.19837331101432,-4.00743965399568,1.10904319302343,-5.38369436517427,1.214473248035,-0.227430911133186,-1.02054880463582,-6.72276169431168,0.0985336125243247,-0.0553011567213775,-1.22611719987241,-5.62682399804366,-4.9158596975696,-0.132980745284832,-6.86597954860107,0.0863026574548311,-0.445401447990765,0.598125868937881,-6.61587725335848,0.342463312144919,NA
